            Variable                     Coef                 Gradient                     s.e.
BC_COffDi38            2.2206235036197559E+00   3.3046951496964141E+01   1.0101885470781642E-01
BC_COffDi39            2.8119765249852908E+00   3.3018110223206818E+01   6.7311416641865449E-02
BC_COffDi40            1.4330724093977250E+00   3.3024679979120613E+01   3.5855736287051146E-02
BC_COffDi41            4.1136929300314401E-01   3.3018669886943101E+01   1.5779284183757128E-01
BC_COffDi42            4.0927145375525964E-01   3.3023577284354751E+01   6.1784209666915002E-01
BC_COffDi43            1.9243081817810554E+00   3.3025993135948021E+01   1.6758396632245012E-01
BC_COffDi44            1.4354114802590474E+00   3.3028289275105564E+01   6.6777815412747310E-01
BC_COffDi45            2.1939412237091136E+00   3.3020755078404370E+01   7.4519697932941031E-01
BC_COffDi46            1.1075976745677756E+00   3.3028126696266654E+01   2.9958873652242226E-02
BC_COffDi47            2.7859621222266169E+00   3.3023535753676427E+01   3.3988869828188252E-02
BC_COffDi48            1.6526524850958728E+00   3.3014756336000566E+01   5.7009496449328498E-02
BC_COffDi49            2.7545567637799193E+00   3.3024071512887055E+01   3.4676379520473456E-02
BC_COffDi50            3.7096763906175084E-01   3.3043186708777370E+01   1.6789874053295774E-02
BC_COffDi51            5.7743503824816222E-01   3.2994916283924340E+01   1.0006154359628504E-02
BC_COffDi52            2.4276046453777362E+00   3.3024640362346553E+01   1.7802485263525538E-02
BC_COffDi53            2.7910295022550038E+00   3.3028557169692974E+01   1.4272115839634430E-02
BC_COffDi54            2.5210236825751968E+00   3.2875751147463106E+01   2.1022238155917326E-02
BC_COffDi55            9.6070410619145286E-01   3.3008350506979035E+01   3.3553115584263542E-02
BC_COffDi56            5.2217421799052821E-01   3.3027436704537507E+01   5.0080948315085201E-02
BC_COffDi57            2.6739264831610021E+00   3.3037872349816681E+01   1.8897471620360807E-02
BC_COffDi58            2.4744176907512099E+00   3.3036778940056358E+01   3.1722627045316289E-02
BC_COffDi59            8.9621206594857705E-01   3.2965254081514402E+01   3.0883506153336404E-02
BC_COffDi60            7.5626223021927474E-01   3.2987561119767861E+01   2.6286636852670194E-02
BC_COffDi61            1.0425647791947057E+00   3.3015466487593514E+01   7.3705192449470824E-02
BC_COffDi62            2.6078606875610162E+00   3.3023310133539759E+01   4.6682610471366287E-01
BC_COffDi63            2.5853597343167287E+00   3.3023827487007999E+01   2.0419057532310797E-01
BC_COffDi64            1.8118242219976892E+00   3.3023906297218950E+01   5.0210629867985090E-01
BC_COffDi65            1.8142353516183718E+00   3.3024122580686964E+01                      NaN
BC_COffDi66            9.3516790304114716E-01   3.3027294622466961E+01   9.5523878582892227E-02
BC_COffDi67            2.2067045524134330E+00   3.3023085117567085E+01   3.2983690871372134E-01
BC_COffDi68            2.5058468262435780E+00   3.3017747389145427E+01   7.2296453998078811E-02
BC_COffDi69            1.4131345477937358E+00   3.3025277544527562E+01   2.2762478880626782E-01
BC_COffDi70            1.4265710007583410E+00   3.3026974874258656E+01   8.8426723296910217E-02
BC_COffDi71            1.4884760562640227E+00   3.3030148076691937E+01   3.2135767023906102E-02
BC_COffDi72            9.1909979691859944E-01   3.2979958969831785E+01   3.4399110332819199E-02
BC_COffDi73            2.1317337049133069E+00   3.3056946335546968E+01   1.9227892461841083E-02
BC_COffDi74            2.8074759723544886E+00   3.2999570670360896E+01   1.4413940094503318E-02
BC_COffDi75            2.8181556699715546E+00   3.3006140055896410E+01   1.6812017605077383E-02
BC_COffDi76            2.3567869359651317E+00   3.3005426503912318E+01   6.4211776246403382E-02
BC_COffDi77            8.5376741903784492E-01   3.3004261094789953E+01   1.4926483943837679E-02
BC_COffDi78            2.1283872397206793E+00   3.5221959091088529E+01   7.2057844277558306E-02
BC_COffDi79            4.5735793488997639E-01   3.5307999046664463E+01   2.1837453541044109E-02
BC_COffDi80            3.4483310607313300E-01   3.3017672261450613E+01   3.1250276482824635E-02
BC_COffDi81            6.5582792315529836E-01   3.3002674091499529E+01   8.0801070839252004E-02
BC_COffDi82            4.0176903113258389E-01   3.3035420966433996E+01   1.8970409585048725E-02
BC_COffDi83            1.8592481249637738E+00   3.5311656906665156E+01   2.1420998807025794E-02
BC_COffDi84            3.2047045673303515E-01   3.3012333655088803E+01   2.4855489416997927E-02
BC_COffDi85            2.5275136703559675E+00   3.2977043216814856E+01   1.3303636306023381E-02
BC_COffDi86            2.2822701539707211E+00   3.3027955526465909E+01   1.9796373647497806E-01
BC_COffDi87            2.8126159469594265E+00   3.3030422202840782E+01   9.1849031386633445E-02
BC_COffDi88            1.5767243816860503E+00   3.3029731508094130E+01   1.3835382528837140E-01
BC_COffDi89            1.7984774664694692E+00   3.3033674346269976E+01   6.7606659690580467E-02
BC_COffDi90            2.7915067911445046E+00   3.3021341646552202E+01   1.2065032576638651E-01
BC_COffDi91            1.7042830282850019E+00   3.3026849124554943E+01   9.6418656030203206E-02
BC_COffDi92            9.2138186736519190E-01   3.3024424561112262E+01   1.9693665015800044E-01
BC_COffDi93            2.8041742084051156E+00   3.3025488638373766E+01   1.6976338950823749E-01
BC_COffDi94            3.6084269515001594E-01   3.3022929712250736E+01   3.3501759287426047E-01
BC_COffDi95            1.0578632222913207E+00   3.3026618213806131E+01   2.1361098669313858E-01
BC_COffDi96            2.8018969799380060E+00   3.3026351143386862E+01   9.2426017532589300E-01
BC_COffDi97            1.1774295162128388E+00   3.3025634679654502E+01   2.9432746114781855E-01
  BD_beta01           -1.1741950316539258E+00   3.3061853657941725E+01   3.9066864904582124E-02
  BD_beta02           -1.1075252128657114E+00   3.3020338287657744E+01   4.9661390678364677E-02
  BD_beta03            1.5657695743479341E+00   3.2951364202494467E+01   2.1863348317781944E-02
  BD_beta04            1.7907960904460243E+00  -3.4564489125889331E+01   2.7120217893354545E-02
  BD_beta05            8.6098461740380117E-01   3.3065860169708920E+01   1.0045692894555709E-01
  BD_beta06            5.0552527498689792E-01   3.3006469648105266E+01   1.9872203766760319E-01
  BD_beta07            1.4946840903293492E+00  -1.9304578288936003E+01   1.5889283098731174E-06
  BD_beta08            1.5616187790782161E+00   3.2913304121985533E+01   2.4401379780304627E-02
  BD_beta09            1.9002446308849943E+00   3.2917772718810554E+01   2.0213026680701161E-02
  BD_beta10            1.6770499024947899E-02  -3.4514227141684060E+01   5.8263995973882994E-02
  BD_beta11            7.7318972547465048E-01   3.3027157599917018E+01   3.4104389714636446E-02
  BD_beta12            9.8988029022442559E-01   3.3044617170778061E+01   9.0547552949495042E-02
  BD_beta13           -1.3116023576418856E+00   3.3024056930266653E+01   1.5227491193537518E-01
  BD_beta14            6.0297300938447996E-03   3.3025240827247352E+01   5.7243152257587449E-01
  BD_beta15            4.0725378617760438E-01   3.3012490613738464E+01   5.6243961221942737E-02
  BD_beta16            2.1915550777702919E-01   3.3047644977207298E+01   1.0804207698752033E-01
  BD_beta17            9.0520084827721270E-01   3.3078553863192461E+01   1.0429061141613005E-01
  BD_beta18            3.7223597646529322E-01   3.3069826657303693E+01   3.0649410664522418E-02
  BD_beta19           -1.2386259225080196E+00   3.3022389563481248E+01   2.8449302111005431E-01
  BD_beta20            4.1702641033924021E-01   3.3019194613101639E+01   3.7591192609842394E-01
  BD_beta21           -1.1359774407876701E-02   3.3020448922532474E+01   1.3685357672114459E-01
  BD_beta22            1.0708336259631068E+00   3.3083524253850229E+01   3.4455437768697833E-02
  BD_beta23            2.5877395344870002E-02   3.3041968992138280E+01   5.5566494495318690E-02
  BD_beta24            1.6201612200696915E+00   3.5280647985276339E+01   6.4842113336763971E-02
  BD_beta25           -1.3775918481738409E+00   3.3023480476310695E+01   2.1861185847852133E-01
  BD_beta26           -6.5080809789339944E-01   3.3027448348668422E+01   7.5318992463783749E-02
  BD_beta27           -2.4819381816267430E-01   3.3031276984596225E+01   1.4613112696143808E+00
BDmonth_01             1.2459716610381570E-01   3.3020740624719465E+01   4.4748441096917890E-02
BDmonth_02            -2.6985449951769699E-02   3.3018647658972924E+01   5.7701929085013204E-02
BDmonth_03             9.8591654908316007E-03   3.3021329932564207E+01   3.1010966185366251E-02
BDmonth_04             6.2179615006435103E-02   3.3033611062944210E+01   2.9704230501018520E-02
BDmonth_05             1.0000000000000000E+00   3.3024133774385248E+01   1.7435037192356118E-01
BDmonth_06             2.4966403606517129E-01   3.3020480724514449E+01   2.5550964538025139E-01
BDmonth_07             1.7971503222797119E-01   3.3000802575975712E+01   1.4889231117610206E-02
BDmonth_08             1.2430198266437910E-01   3.3014077547319225E+01   3.1114555874945889E-02
BDmonth_09             6.1911957031156199E-02   3.3013047695768414E+01   2.6448716170797457E-02
BDmonth_10             3.1081261368396899E-02   3.3026401005871229E+01   1.5700601533009614E-01
BDmonth_11             2.5000093175224641E-01   3.3023437993648059E+01   7.1537171982352432E-02
BDmonth_12             1.2471554519942039E-01   3.3024258423884547E+01   1.8075082691367225E-01
BDmonth_13             3.1044178907422299E-02   3.3025756267316510E+01   1.9530065393960827E-01
BDmonth_14             1.0000000000000000E+00   3.3024339332569326E+01   8.5987403935444084E-01
BDmonth_15             4.9992053788016633E-01   3.3013582150726883E+01   9.4019316799230410E-02
BDmonth_16             1.5565527949980999E-02   3.3027624492829339E+01   1.3675003053494522E-01
BDmonth_17             2.4978974299007731E-01   3.3024501960947958E+01   1.5491247225933027E-01
BDmonth_18             2.4930039633167539E-01   3.3027699060743082E+01   4.3403226268826242E-02
BDmonth_19             4.9998833162480549E-01   3.3023961375125886E+01   3.8598611424469842E-01
BDmonth_20             4.9998807634143760E-01   3.3023567100055224E+01   4.9218422155141311E-01
BDmonth_21             1.2476898654724590E-01   3.3021210708803885E+01   1.6717125388235030E-01
BDmonth_22             7.4324733059991599E-02   3.3029066906972034E+01   4.8391376895135549E-02
BDmonth_23             6.2248469780871098E-02   3.3030602349978125E+01   7.2121612003816712E-02
BDmonth_24             2.4991294943021389E-01   3.3021626304294074E+01   7.9353078075978981E-02
BDmonth_25             2.4975571809078981E-01   3.3022664786899135E+01   2.3941614604682324E-01
BDmonth_26             1.2493955558413231E-01   3.3025267877456599E+01   1.1186156067775402E-01
BDmonth_27             4.9999212336282961E-01   3.3022996008214847E+01   1.4914385185988548E+00
BDmonth_28             1.2474527951208000E-01   3.3013016608180095E+01   4.6005800185444853E-02
BDmonth_29             6.2298071768537300E-02   3.3048654548714453E+01   5.3442040758693833E-02
BDmonth_30             6.1961855767751303E-02   3.3006302567751206E+01   3.0682936140034194E-02
BDmonth_31             4.9956136394471029E-01  -3.4526936141373838E+01   4.0148896585863153E-02
BDmonth_32             1.2484387113646520E-01   3.3023245834394878E+01   3.2074409982022312E-01
BDmonth_33             4.9983103841675469E-01   3.3021262205381724E+01   2.5052551392837646E-01
BDmonth_34             6.1773208024452998E-02   3.3008085570900107E+01   1.8220055569712987E-02
BDmonth_35             7.5887410419474000E-03   3.3032236245388781E+01   4.4233111158223488E-02
BDmonth_36            -7.3755468188480000E-04   3.3005146566506774E+01   2.9052639360207473E-02
BDmonth_37             1.0000000000000000E+00  -3.4516820717982768E+01   7.6353515363239741E-02
BDmonth_38             4.9993773816396397E-01   3.3024026887292472E+01   5.6126535146936475E-02
BDmonth_39             3.1114783650059000E-02   3.3023781212442415E+01   1.1355850647575100E-01
BDmonth_40             4.9999289285558901E-01   3.3017159476335905E+01   1.8584309093266518E-01
BDmonth_41             4.9985092677140991E-01   3.3023567263579970E+01   6.7273355200805873E-01
BDmonth_42             1.2492854059272419E-01   3.3030407105700291E+01   8.3017200267647306E-02
BDmonth_43             4.9971645199842041E-01   3.3007983724445793E+01   1.2192310294049895E-01
BDmonth_44             1.2486013803876619E-01   3.3026007393636696E+01   1.5613985939475358E-01
BDmonth_45            -2.1330619624699999E-05   3.3069033900915009E+01   4.2483471495839982E-02
BDmonth_46             1.0000000000000000E+00   3.3023771855994966E+01   3.8527341495980721E-01
BDmonth_47             4.9998295373771290E-01   3.3023542766054554E+01   5.4980439221122979E-01
BDmonth_48             2.4983556192625339E-01   3.3024146085793205E+01   3.8187846380224305E-01
BDmonth_49             3.7371169677287001E-03   3.3045051303409672E+01   6.0090596304677259E-02
BDmonth_50             4.9978675543529510E-01   3.3023935175491076E+01   1.3556367105818060E-01
BDmonth_51             2.4937979644932401E-01   3.3022318239589985E+01   7.4377842127076640E-02
BDmonth_52             2.5000024512229119E-01   3.3026675176900000E+01   3.0331865011419457E-01
BDmonth_53             1.0000000000000000E+00   3.3024308709252246E+01   1.3793422710322162E-01
BDmonth_54             4.9998543707255633E-01   3.3023045041679403E+01   1.4660956044076909E+00
BDmonth_55            -9.8329182991200659E-01   3.3024071997479332E+01   3.2309960856710918E+00
BDmonth_56             1.2469478327079310E-01   3.3000937694226032E+01   5.0508546830856552E-02
BDmonth_57            -2.2798795471977859E-01   3.3046473695383710E+01   3.8190986842526385E-02
BDmonth_58             3.1050341378380700E-02   3.3048236600678315E+01   3.6604646534963300E-02
BDmonth_59             4.9998967947322093E-01   3.3023575979584464E+01   2.7722683065699671E-01
BDmonth_60             7.6981105265629002E-03   3.3024111207123177E+01   3.0716156238860864E-01
BDmonth_61             1.5428360241562300E-02   3.3022461764875040E+01   2.0855544216182603E-02
BDmonth_62             2.4811796828641519E-01   3.3000308305191304E+01   3.0863591278048965E-02
BDmonth_63            -1.2467324472956889E-01   3.3054999750858343E+01   2.7020852727813533E-02
BDmonth_64             2.4951789328065060E-01   3.3028212957039194E+01   7.3923988462821402E-02
BDmonth_65             2.4995344806487371E-01   3.3026345272736584E+01   8.4573903093697306E-02
BDmonth_66             2.4977339679000909E-01   3.3023814290447433E+01   1.8829662638971728E-01
BDmonth_67             4.9983422037636832E-01   3.3024855315413738E+01   2.4156247380351240E-01
BDmonth_68             4.9999819499147541E-01   3.3024026107155827E+01   2.2701668302301550E+00
BDmonth_69             4.9990472602182662E-01   3.3022454883655769E+01   1.4943053929380673E-01
BDmonth_70             1.2472381319619349E-01   3.3013779290610785E+01   1.1809430568472594E-01
BDmonth_71             1.2489251554329060E-01   3.3025239661154941E+01   1.2379943443022887E-01
BDmonth_72             2.4934699918885131E-01   3.2996767126494113E+01   3.2749049292466692E-02
BDmonth_73             4.9999167089627439E-01   3.3023553589131112E+01   2.8386419164373644E-01
BDmonth_74             4.9998854473267551E-01   3.3023811792924519E+01   9.8490018890828512E-01
BDmonth_75             1.2472623029789510E-01   3.3023568819728482E+01   3.4135628809512081E-01
BDmonth_76             3.1172857876690701E-02   3.3029535503746921E+01   4.9210392750632492E-02
BDmonth_77             4.9978310948205240E-01   3.3018089575861318E+01   7.1767998580742384E-02
BDmonth_78             9.2714292404049998E-04   3.3024136906780193E+01   7.3565871596105337E-02
BDmonth_79             2.4997005105157930E-01   3.3023132424287063E+01   2.7813377625425206E-01
BDmonth_80             4.9999973168892109E-01   3.3024190331689759E+01   3.2496474258996288E-01
BDmonth_81             4.9998493076698231E-01   3.3023991422617478E+01   1.8998013248562826E+00
BDmonth_82             2.4982048978893720E-01   3.3067491487911468E+01   5.6147696047750564E-02
BDmonth_83             4.9980681609878153E-01   3.2995478197156899E+01   7.2351268482459430E-02
BDmonth_84             1.2454077088197160E-01   3.3017758467582226E+01   2.9530266868517646E-02
BDmonth_85             9.6230152081817788E-01   3.3003915952065697E+01   2.8673508853904187E-02
BDmonth_86             3.1163879568576199E-02   3.3025654325316772E+01   1.3573551613408971E-01
BDmonth_87             1.0000000000000000E+00   3.3023287306762697E+01   3.3189322710505664E-01
BDmonth_88             1.5469650501881101E-02   3.3001275561252200E+01   1.4663212665643806E-02
BDmonth_89            -4.9953750803207198E-01   3.3031272160116721E+01   2.8773141482359137E-02
BDmonth_90            -2.1797456223478201E-02   3.3019399199837139E+01   3.1931095074001027E-02
BDmonth_91             1.0000000000000000E+00   3.3025070209763051E+01   1.4435024205873831E-01
BDmonth_92             1.2484279891520540E-01   3.3020906424877253E+01   4.6065473015361520E-02
BDmonth_93             1.5503221187021800E-02   3.3025094608335145E+01   1.2130491759952380E-01
BDmonth_94             1.2492047592943779E-01   3.3025452488669330E+01   1.8234444984780807E-01
BDmonth_95             2.4999056969028119E-01   3.3023947391835456E+01   9.3703988513012226E-01
BDmonth_96             4.9991639138844668E-01   3.3023816310074402E+01   8.5626594926954527E-02
BDmonth_97             6.2400415580479401E-02   3.3035608242153586E+01   1.1644114159534651E-01
BDmonth_98             2.4973120655255299E-01   3.3005712207808052E+01   1.1681666716421378E-01
BDmonth_99             4.9972243024256202E-01   3.3020375781935407E+01   3.6132402661727042E-02
BDmonth_**             4.9999726440653508E-01   3.3024536136061521E+01   3.7868835330176415E-01
BDmonth_**             4.9999977291056769E-01   3.3023444072353001E+01   5.7766034120424115E-01
BDmonth_**             1.2486589161761860E-01   3.3023647937126569E+01   1.6474165898057583E-01
BDmonth_**             4.9989469733142577E-01   3.3027624637334945E+01   4.8669703113471227E-02
BDmonth_**             1.2491031513735780E-01   3.3026158681320311E+01   1.6235668455546814E-01
BDmonth_**             6.2267331590214699E-02   3.3024592554310239E+01   7.5157227683677094E-02
BDmonth_**             1.0000000000000000E+00   3.3022575211424176E+01   8.9955510982050813E-01
BDmonth_**             1.0000000000000000E+00   3.3023811249529160E+01   2.0419845092895442E-01
BDmonth_**             1.0000000000000000E+00   3.3023854382347793E+01   1.4578646141170786E+00
BDmonth_**             2.4971718680956151E-01   3.3022236324926190E+01   5.5971710754744282E-02
BDmonth_**             2.4980667787336860E-01   3.3033315765685828E+01   5.1411381868019003E-02
BDmonth_**             6.2102162370634303E-02   3.3012504588835313E+01   3.3561239160781992E-02
BDmonth_**             9.0083151550689494E-02   3.2960119993641399E+01   3.3960827298083786E-02
BDmonth_**             1.0000000000000000E+00   3.3082515801551182E+01   1.0630262022397116E-01
BDmonth_**             1.0000000000000000E+00   3.3023266356292112E+01   4.9105636471092667E-01
BDmonth_**             1.2364876367806310E-01   3.3031516415265635E+01   1.4919312427486491E-02
BDmonth_**             4.9964579434328388E-01   3.2993741238742871E+01   3.0100031256468443E-02
BDmonth_**             3.0842168633506702E-02   3.3012285839393130E+01   2.3658540345855562E-02
BDmonth_**             1.5540431795725999E-02   3.3024746283903553E+01   1.4685069391429989E-01
BDmonth_**             1.2485652665172810E-01   3.3022916087758979E+01   5.0345851465951864E-02
BDmonth_**             2.4988818106983371E-01   3.3023058237369490E+01   1.6133044074765607E-01
BDmonth_**             4.9990485614052138E-01   3.3024794154575581E+01   2.2634524810207565E-01
BDmonth_**             4.9999649755884978E-01   3.3024154872407173E+01   7.1679080372376469E-01
BDmonth_**             1.2489754779241670E-01   3.3023744248710010E+01   1.6427179381401755E-01
BDmonth_**             1.5954904531698300E-01   3.3022549236253624E+01   1.1906592011577141E-01
BDmonth_**             1.4603714156636871E-01   3.3045680140741176E+01   1.0617958397319287E-01
BDmonth_**             2.4923916021212841E-01   3.3011206945050340E+01   3.1266947105439619E-02
BDmonth_**             4.9999344506534421E-01   3.3024191259652213E+01   3.7354157061448245E-01
BDmonth_**             4.9998890339992919E-01   3.3023934681512614E+01   1.3853826447122195E+00
BDmonth_**             2.4980852588797389E-01   3.3023270596828418E+01   1.4098877955144476E-01
BDmonth_**             3.0865634376881699E-02   3.3030414916402727E+01   4.5244705343936216E-02
BDmonth_**             5.3449435206068402E-02   3.3032083300257931E+01   7.9316587932928964E-02
BDmonth_**             6.2210304378210700E-02   3.3023459476997076E+01   8.6926472723954692E-02
BDmonth_**             1.0000000000000000E+00   3.3023890521824093E+01   7.3925188853753987E-01
BDmonth_**             2.4992258358311731E-01   3.3024337436537380E+01   1.4827008229359909E-01
BDmonth_**             4.9999416781974487E-01   3.3021715198224733E+01   1.4696117264869661E+00
BDmonth_**             1.2479219363601220E-01   3.3026890889366889E+01   5.2572567725040202E-02
BDmonth_**             4.9978621383245903E-01   3.3029052927843217E+01   5.1783084589589905E-02
BDmonth_**             3.0570985054676300E-02   3.3031702104443326E+01   2.9139888128484455E-02
BDmonth_**            -9.9893078873404706E-02   3.3037497084536597E+01   3.1039400318575973E-02
BDmonth_**             1.0000000000000000E+00   3.3019350938482567E+01   1.0427565011052541E-01
BDmonth_**             4.9990205873613758E-01   3.3021518952401379E+01   2.5036366774690288E-01
BDmonth_**             2.4432420691914439E-01   3.2981074817724867E+01   1.2428772590428145E-02
BDmonth_**             6.2352910620336398E-02   3.3008162325914590E+01   3.2319108689435848E-02
BDmonth_**             2.0460099284481731E-01   3.2997988457264562E+01   2.7921737602889289E-02
BDmonth_**             4.9985088320518162E-01   3.3024560149941436E+01   7.5877610078085064E-02
BDmonth_**             6.2397454040620998E-02   3.3035930007480225E+01   4.6880310453243035E-02
BDmonth_**             4.9989566782225991E-01   3.3025965736196966E+01   9.8648092881420513E-02
BDmonth_**             1.0000000000000000E+00   3.3024726494095823E+01   2.7754696957617286E-01
BDmonth_**             1.0000000000000000E+00   3.3024067927718278E+01                      NaN
BDmonth_**             3.1256773702982001E-02   3.3022154863246094E+01   7.6572559984829924E-02
BDmonth_**            -6.2093033052065802E-02   3.3035549239504014E+01   1.1065227505569902E-01
BDmonth_**             4.9999611730342808E-01   3.3030018373655601E+01   1.0806563764171198E-01
BDmonth_**             3.1149231951340998E-02   3.3027134639167798E+01   4.2369664864088906E-02
BDmonth_**             4.9998431641785629E-01   3.3023806665854764E+01   6.4748014701717438E-01
BDmonth_**             4.9999906598721322E-01   3.3023916855695660E+01   1.3476413168271446E+00
BDmonth_**             4.9990410897629628E-01   3.3029111166226777E+01   1.4949285107687529E-01
BDmonth_**             4.9994662666756878E-01   3.3026813443463411E+01   4.4724618755560455E-02
BDmonth_**             2.4980584375544429E-01   3.3029470628356826E+01   1.3834522398936583E-01
BDmonth_**             1.2481422464363820E-01   3.3022266135822733E+01   7.3742898491697392E-02
BDmonth_**             2.4991077847572771E-01   3.3023458968864574E+01   3.0077403240968148E-01
BDmonth_**             4.9997466240621652E-01   3.3024044954898727E+01   4.2206537342601919E-01
BDmonth_**             4.9999899445782281E-01   3.3023343301738251E+01   1.4557801831483734E+00
BDmonth_**             5.1418204139830304E-01   3.3033268779633197E+01   4.1183180639677110E-02
BDmonth_**             1.5782491930303019E-01   3.3031011056467548E+01   5.1146815467124705E-02
BDmonth_**             4.1293142525815799E-02   3.3007116431198341E+01   3.0786382843773937E-02
BDmonth_**             2.6465473009392643E-01   3.3017771774847020E+01   3.6083177492662377E-02
BDmonth_**             2.4989532507235249E-01   3.3027418258893995E+01   1.1444250011032897E-01
BDmonth_**             4.9989859491267580E-01   3.3023597259568405E+01   4.6933892471366306E-01
BDmonth_**            -1.2515906153643910E-01   3.3029646106353987E+01   2.3286697497131713E-02
BDmonth_**             2.4962367916768921E-01   3.3017820594320249E+01   4.1955239470205186E-02
BDmonth_**             2.0066445725051899E-02   3.3022317258742952E+01   3.0329592818938527E-02
BDmonth_**             2.4951001641290360E-01   3.3006645882207749E+01   7.5694079264287381E-02
BDmonth_**            -1.6143914009852070E-01   3.3020572501475172E+01   6.5273897482347132E-02
BDmonth_**             2.4995344358684549E-01   3.3022436006453901E+01   1.1404265868304453E-01
BDmonth_**             4.9996719909134529E-01   3.3023757277675507E+01   4.3140722823052668E-01
BDmonth_**             1.0000000000000000E+00   3.3024320891238411E+01   1.0125237119888724E+00
BDmonth_**             2.4980253384584691E-01   3.3023862461179903E+01   1.2663977231918977E-01
BDmonth_**             1.2471788949108790E-01   3.3037148902442844E+01   1.2054284892908632E-01
BDmonth_**             6.2247392062012699E-02   3.3036823915709427E+01   1.1280904207539758E-01
BDmonth_**             3.0989533808564701E-02   3.3027261867744159E+01   4.1581629357746043E-02
BDmonth_**             1.0000000000000000E+00   3.3024056759690815E+01   4.1135409198545592E-01
BDmonth_**             4.9998303646789638E-01   3.3023889390450918E+01   1.2453898244156816E+00
BDmonth_**             1.2481769613640120E-01   3.3022213300636700E+01   1.3809964305325040E-01
BDmonth_**             1.2459537659495951E-01   3.3023527417730726E+01   5.1144596487096412E-02
BDmonth_**             4.9971253269267690E-01   3.3024241359002268E+01   1.9572828349545546E-01
BDmonth_**             2.4924780439175520E-01   3.3016584839911545E+01   8.1304508294414754E-02
BDmonth_**             1.5605104254948699E-02   3.3024035600968915E+01   1.8798757960347880E+00
BDmonth_**             4.9996502124432868E-01   3.3023666063382258E+01   5.4975169328619777E-01
BDmonth_**             4.9999381060709591E-01   3.3024197629802309E+01   1.6368156122500472E+00
BDmonth_**             2.4990142928823689E-01   3.3018351161362283E+01   5.5817662477082849E-02
BDmonth_**             3.7801758627981998E-03   3.3031690436974060E+01   5.3035047564579531E-02
BDmonth_**             1.0392580300359300E-02   3.3025839911170486E+01   3.6016494131285000E-02
BDmonth_**             6.2251494875677500E-02   3.3028204194714050E+01   3.6287694956803743E-02
BDmonth_**             4.9984493303135302E-01   3.3018789508871585E+01   1.7297324702298136E-01
BDmonth_**             4.9987425816650249E-01   3.3023827710633675E+01   6.4326599283590891E-01
BDmonth_**             1.6497742745875000E-03   3.3006137083154528E+01   1.8109582838683913E-02
BDmonth_**             2.4968654755970621E-01   3.3025851284979154E+01   4.0217597767629572E-02
BDmonth_**             3.0791209187828902E-02   3.2997917710653141E+01   2.4420518016273967E-02
BDmonth_**             2.4946025465651270E-01   3.3022274790013128E+01   8.9401721460656669E-02
BDmonth_**             4.9970123219260382E-01   3.3023998865854502E+01   4.9781443497681710E-02
BDmonth_**             6.2330248677801403E-02   3.3021920907315739E+01   1.1129209677581454E-01
BDmonth_**             1.0000000000000000E+00   3.3023931457861003E+01   3.8785837344431928E-01
BDmonth_**             4.9999841818719282E-01   3.3024068356628334E+01                      NaN
BDmonth_**             4.9976404996103307E-01   3.3025798094760738E+01   8.7799763608683329E-02
BDmonth_**             3.1107477816828700E-02   3.3030523462896078E+01   1.1126789127937313E-01
BDmonth_**             2.9572384473423641E-01   3.3062551729491290E+01   1.0785983647720301E-01
BDmonth_**             2.4899370563216461E-01   3.3025552755841304E+01   3.6258798176203332E-02
BDmonth_**             1.0000000000000000E+00   3.3024382117520481E+01   5.5197531620709983E-01
BDmonth_**             4.9999413793506448E-01   3.3023960482644618E+01   2.4495850566304038E+00
BDmonth_**             2.4971566001700130E-01   3.3023667167536956E+01   1.3674748879123963E-01
BDmonth_**             3.0911339860715901E-02   3.3032600909994471E+01   4.3711371364987317E-02
BDmonth_**             1.2475607353050380E-01   3.3025447666646976E+01   1.1313208849885750E-01
BDmonth_**             1.5447599679253901E-02   3.3016831700649512E+01   7.0641272226854096E-02
BDmonth_**             4.9990544825028038E-01   3.3024080436650713E+01   6.0032048911336167E-01
BDmonth_**             4.9999201654141212E-01   3.3025891294211739E+01   1.4101854080362616E-01
BDmonth_**             4.9999540964018740E-01   3.3023756495033979E+01   1.4861124761079134E+00
BDmonth_**             4.9980892977635227E-01   3.3026519382531319E+01   1.4458673326198299E-01
BDmonth_**             2.4987523679738519E-01   3.3031991284324697E+01   5.4636572068867621E-02
BDmonth_**            -6.2491658828020200E-02   3.3017307235101129E+01   3.5800988672894954E-02
BDmonth_**             2.4961515917142979E-01   3.3022778361495590E+01   3.9590083702347255E-02
BDmonth_**             2.4998259188429270E-01   3.3021257486655934E+01   1.2736796136384057E-01
BDmonth_**             4.9986081183247022E-01   3.3023036913970067E+01   2.9115403358177838E-01
BDmonth_**             1.5313529128135699E-02   3.3008298455894121E+01   1.8214432313655275E-02
BDmonth_**             2.4954141351134460E-01   3.3003760280229521E+01   3.2560404389428442E-02
BDmonth_**             1.2461179539953431E-01   3.3023278223249122E+01   2.9557774747390173E-02
BDmonth_**             6.2405980585042202E-02   3.3035851526045725E+01   7.5567201851705790E-02
BDmonth_**             2.4981440419882850E-01   3.3024049959098576E+01   7.8898437811444358E-02
BDmonth_**             2.4995119909170710E-01   3.3042308887860287E+01   1.1550001226537955E-01
BDmonth_**             2.4964093176542559E-01   3.3024699818496401E+01   2.9261128950578758E-01
