            Variable                     Coef                 Gradient                     s.e.
BD_COffDi08            5.9659688031989910E+00   9.2404995015875607E-03   9.7720570130798115E-02
BD_COffDi09            2.8059260299892661E+00   5.4897210507388647E-02   1.2172161641063970E-02
BD_COffDi10            2.3260287831594262E+00   1.3522296847417434E-01   3.1537532569934929E-03
BD_COffDi11            2.7880277420521660E+00  -8.3996482248126364E-02   1.4280980600807269E-02
BD_COffDi12            3.4748023838862985E-01  -2.9048936217384188E-02   1.5807060132368631E-02
BD_COffDi13            2.8063209018110240E+00   1.1632802344598922E-02   1.6962540096871027E-02
BD_COffDi14            2.5947629144334008E+00   4.4453882418297945E-02   6.2956113010884151E-03
BD_COffDi15            1.5462788417424791E+00   1.3392385398563777E-03   8.7981875881884969E-02
BD_COffDi16            1.3713896243699963E+00   2.8063330774112535E-03   2.8183105987525454E-02
BD_COffDi17            2.8244539222030709E+00   1.0036331554753371E-02   3.5241397000641557E-02
BD_COffDi18            2.8106675284775444E+00   1.9998764803852297E-03   7.0002178734396639E-02
BD_COffDi19            1.6106769417982820E+00   1.3651225125383351E-02   7.0290155335222329E-02
BD_COffDi20            1.6271599683652682E+00  -7.1318551179567840E-04   2.4384002349025324E-02
BD_COffDi21            2.8040908200393027E+00  -4.8688499697775278E-02   1.8935162556281662E-02
BD_COffDi22            2.4901707476990667E+00  -3.0329349289370106E-02   9.4064165525149668E-03
BD_COffDi23            2.0319598661685614E+00   3.6582556273957727E-02   1.1036770259773666E-02
BD_COffDi24            2.1281441499756872E+00   2.1981895144321983E-01   8.9888748613071463E-03
BD_COffDi25            2.8137950229975432E+00   4.9762511717149400E-06   3.2391984074989770E-02
BD_COffDi26            4.8280452851577431E+00  -7.0428288766941965E-03   4.8868013266802318E-02
  Likelihood -8.813    
        nobs      26514
   No. Parms        321
         BIC  3252.    
  Max. Grad.  1.341    
   Min. Eig. 0.1520    
