           Var. Name                       x0                        x                 Gradient
         BC_beta(98)       0.382639286260D+00       0.382639286260D+00      -0.861342605287D-02
        BD_CDiag(01)      -0.575716500158D+00      -0.575716500158D+00       0.142205630931D+00
        BD_CDiag(02)       0.296184823208D+00       0.296184823208D+00      -0.898712463636D-01
        BD_CDiag(03)       0.483319772731D+00       0.483319772731D+00      -0.975973299686D+00
        BD_CDiag(04)       0.462096383976D+00       0.462096383976D+00      -0.433383919275D+00
        BD_CDiag(05)       0.533023562521D+00       0.533023562521D+00      -0.243259776845D-01
        BD_CDiag(06)       0.760669187318D+00       0.760669187318D+00      -0.602355795424D-02
        BD_CDiag(07)       0.245301048203D+00       0.245301048203D+00       0.398896657169D-01
        BD_CDiag(08)       0.505430169489D+00       0.505430169489D+00      -0.328455846071D+00
        BD_CDiag(09)       0.485604839218D+00       0.485604839218D+00      -0.829855399561D+00
        BD_CDiag(10)       0.708783700276D+00       0.708783700276D+00       0.575232791381D-01
        BD_CDiag(11)       0.993068581997D+00       0.993068581997D+00       0.115682511268D-01
        BD_CDiag(12)       0.725472681546D+00       0.725472681546D+00       0.327655731117D+00
        BD_CDiag(13)       0.169221554398D+00       0.169221554398D+00      -0.119081226203D-01
        BD_CDiag(14)       0.999080881152D+00       0.999080881152D+00      -0.204786885997D-01
        BD_CDiag(15)       0.136728143233D-01       0.136728143233D-01      -0.969334756450D-01
        BD_CDiag(16)       0.413070821178D+00       0.413070821178D+00      -0.297608397073D+00
        BD_CDiag(17)       0.196388872533D+00       0.196388872533D+00      -0.942142280390D-01
        BD_CDiag(18)       0.267780642926D+00       0.267780642926D+00       0.524995089104D-01
        BD_CDiag(19)       0.992576766471D+00       0.992576766471D+00      -0.151595708875D-01
        BD_CDiag(20)       0.938205356348D+00       0.938205356348D+00      -0.307017486639D-01
        BD_CDiag(21)       0.967276175888D+00       0.967276175888D+00      -0.477433491259D-01
        BD_CDiag(22)       0.399157095714D+00       0.399157095714D+00      -0.118120330343D+01
        BD_CDiag(23)       0.999218782829D+00       0.999218782829D+00      -0.368637288306D-01
