            Variable                     Coef                 Gradient                     s.e.
BC_COffDi90            2.8272987570059378E+00   2.0524384447012612E-03   3.3338411913749582E+00
BC_COffDi91            2.8273682968284737E+00   1.6004632234362624E-02   1.0018142645298754E-01
BC_COffDi92            2.8272915212521306E+00   6.2304110398158405E-07   1.6731477560844297E+02
BC_COffDi93            2.8264447872026142E+00  -9.9625138012220549E-03   7.5982134694468864E-02
BC_COffDi94            2.5777405070880759E+00  -1.4513689810247672E-04   2.3956099518955767E-01
BC_COffDi95            2.2026550492812560E+00   6.3315643724644287E-03   2.2567970145529710E-02
BC_COffDi96            2.5781906952482818E+00  -2.5050935836048028E-03   2.2842544186746419E-01
BC_COffDi97            1.8277957040462376E+00  -6.7856955055532442E-01   1.1707090889209945E-02
  BD_beta01           -1.2272968205749228E+00  -1.1847144077358107E+00   2.5773172541131767E-03
  BD_beta02            1.4509481739963521E+00  -1.8362120709947571E-01   6.7769194642530355E-03
  BD_beta03            1.2603692431202529E+00  -2.4855578452628890E-01   3.1433724351764428E-03
  BD_beta04            2.2566626134371179E+00  -2.2046687924007641E-01   2.4335429003724848E-03
  BD_beta05            9.1641842104357996E-01   3.4852302100509075E-02   1.1082291671495057E-02
  BD_beta06           -1.5214055390640100E+00   1.5992792648015060E-02   1.7560232001565857E-02
  BD_beta07            1.4332212517301854E+00  -2.0020584714197776E-01   2.1631295236166971E-03
  BD_beta08            1.2612110103642395E+00  -8.0708303306281190E-02   3.1688188648158018E-03
  BD_beta09            1.4945772269338644E+00  -8.1418253777734040E-01   2.0780982760120054E-03
  BD_beta10           -1.6545180928185659E+00   2.1368285032684411E-02   1.9200822477182515E-02
  BD_beta11           -1.7356230398016881E-01   1.1687568220053360E-02   3.5184925778130914E-03
  BD_beta12            5.9449061859847585E-01   2.5670504221222117E-02   6.3936449521214862E-03
  BD_beta13           -7.2692968383936407E-01   5.7259518714053289E-03   1.7469889768484334E-02
  BD_beta14           -2.3359695281377526E+00   1.5558958338213932E-02   1.9181024429387734E+00
  BD_beta15            1.3536843077890590E-01   1.3805371573105962E-01   9.9520285155891858E-03
  BD_beta16            3.5312060780343391E-01  -2.0502640739389410E-02   7.6354672417458689E-03
  BD_beta17            4.6173026454266458E-01   5.3437316969061677E-02   8.2788331358714298E-03
  BD_beta18            1.0268822126667323E+00  -1.6528275642804385E-01   4.5932316456765813E-03
  BD_beta19           -1.3024187286419315E+00  -4.3486961778192265E-02   2.7412958936840613E-02
  BD_beta20           -1.5384093739114690E+00  -6.6173675533817205E-03   9.0588462055506164E-02
  BD_beta21           -3.7218943191279558E-01   1.1379765429287205E-02   1.1254326446043454E-02
  BD_beta22            9.8628245553630822E-01   6.4024870012684698E-02   4.0663468071274987E-03
  BD_beta23           -1.2713462512802671E+00  -1.0391125568170654E-03   6.6600851027484526E-03
  BD_beta24            2.1962831636452021E-01  -2.4842775656098559E+00   2.8968276288993413E-03
  BD_beta25           -1.6358714973950526E+00   1.1124971911749488E-02   1.4449395597171261E-02
  BD_beta26           -8.3044244782704069E-01   3.9670882615442792E-02   1.8968540525674149E-02
  BD_beta27            7.7176430901038484E-01  -1.1675624704666581E-02   3.3242329651724183E-02
 BD_CDiag01           -4.9911216625814581E-01  -8.3751546129598814E-02   1.7630081998643030E-03
 BD_CDiag02            4.2397802882423347E-01   6.4613042143945934E-02   4.1448493644387603E-03
 BD_CDiag03            8.9621899666937482E-02  -7.6549603941294964E-01   1.3506739956695470E-03
 BD_CDiag04            1.2655164088903556E-01  -3.7765159948941356E-02   1.2525991538890587E-03
 BD_CDiag05            1.7882265499051761E-01  -3.8818273420135330E-02   7.7952426940389808E-03
 BD_CDiag06            8.2082355932553519E-01   3.5025808768557223E-02   6.8123461831512029E-03
 BD_CDiag07            1.8136589615660512E-01  -2.1333144667932089E-01   1.8091819933736182E-03
 BD_CDiag08            3.2941399940061278E-01  -2.6735358811463356E-01   1.3863189634332807E-03
 BD_CDiag09            1.6677863717713778E-01  -7.6793841133849683E-01   1.6123715757832256E-03
 BD_CDiag10            8.5464260571580564E-01  -9.4962555489011679E-03   8.8257008471512299E-03
 BD_CDiag11            8.9474746944738304E-01  -2.0081374125812155E-02   1.5611722562961351E-03
 BD_CDiag12            6.9258939134848019E-01  -1.4203919479461402E-01   3.7574653792501623E-03
 BD_CDiag13            1.4488350788158766E-01  -7.4947662129889242E-03   1.0360494452966832E-02
 BD_CDiag14            9.9323176606103580E-01   2.9839889224469358E-02   3.6121260461449600E-01
 BD_CDiag15            1.1501805986500574E-02  -2.2964473994908856E-02   7.5579571943197978E-03
 BD_CDiag16            1.4495680764957506E-02   2.2785744739466599E-02   5.3810007708471027E-03
 BD_CDiag17            9.6184773185261502E-02   9.3074446981758208E-02   4.5828478316977221E-03
 BD_CDiag18            1.8953225035479579E-01  -9.2664685374283073E-02   2.1547087751336335E-03
 BD_CDiag19            9.9867466770476443E-01  -3.2279998087433454E-02   1.5384140387919003E-02
 BD_CDiag20            9.9857875108709904E-01  -3.9551895582990802E-03   3.9530350581055841E-02
 BD_CDiag21            8.3179940602307845E-01  -7.3434565650450312E-02   7.5296617576061991E-03
 BD_CDiag22            1.4484660016561557E-01  -2.0400094751567965E-02   2.4700668733208006E-03
 BD_CDiag23            8.8124165917539377E-01  -4.2329927344294901E-02   3.2245259480342503E-03
 BD_CDiag24            8.8566974844245916E-01  -7.4748838353711669E-02   1.7668890492932767E-03
 BD_CDiag25            7.4755681538737040E-01   4.6166810281225074E-02   9.0064748664433376E-03
 BD_CDiag26            5.0107203377457499E-01  -1.6404477807487841E-02   1.1698584716384344E-02
 BD_CDiag27            2.3468280633340163E-01   4.7234960132387397E-03   1.3382476389718187E-02
BD_COffDi01            2.4426350540081088E+00   3.6165888083733652E-02   6.0590549764047369E-03
BD_COffDi02            5.6698607975590365E-01  -4.9707823556118793E-03   2.5128349300233430E-02
BD_COffDi03            2.8214385252626921E+00  -3.1112853712284217E-02   9.9302908991887439E-03
BD_COffDi04            1.7619720076069338E+00   6.4628512391786330E-03   3.4596266216167126E-02
BD_COffDi05            1.0593562416122257E+00   1.4033978694286383E-03   1.0106004690280543E-02
BD_COffDi06            2.6831978459964181E+00  -3.7243013751070725E-02   7.0718023698817523E-03
BD_COffDi07            1.4402177815035364E+00   4.4988128874903506E-02   4.4752149406825344E-03
BD_COffDi08            1.9129672466489187E+00   2.9780027245434243E-02   6.0248628507728755E-03
BD_COffDi09            1.0802108656879195E+00   1.6996467951977099E-02   9.6498166466325603E-03
BD_COffDi10            2.0956030782348618E+00  -1.5792767158585321E-02   2.7939340437890562E-03
BD_COffDi11            1.3050799342103550E+00  -3.8855953286708990E-03   6.6605109543055353E-03
BD_COffDi12            2.7651038853077372E+00   1.9083907555410033E-03   1.0561747233350746E-01
BD_COffDi13            1.3110112617083582E+00  -4.9463713616312313E-02   5.5840559606202567E-01
BD_COffDi14            2.7969064349578270E+00   1.0043416698015489E-04   6.1767111531783370E-01
BD_COffDi15            2.8272922348677638E+00   8.9157847822396178E-05   3.9667417503618013E-01
BD_COffDi16            2.8272919299265760E+00  -4.0850255953077301E-03   3.3893709143237173E-02
BD_COffDi17            2.6237378635455784E+00  -1.8142264403094455E-02   1.5360245091529312E-02
BD_COffDi18            2.8248588705795719E+00  -1.9985030737266939E-02   1.5217669276201603E-02
BD_COffDi19            2.0842891659261427E+00  -1.8313329261162338E-03   5.9795648195131265E-02
BD_COffDi20            1.5409785161091876E+00   5.0496377356864554E-02   8.3557169956629644E-03
BD_COffDi21            2.8273624176543852E+00   1.5598137227155600E-02   2.1231922404630756E-02
BD_COffDi22            1.3513585352057513E+00   3.6168807987073975E-02   3.5291174806969354E-03
BD_COffDi23            1.8169175721565318E+00  -2.5402225951355213E+00   1.7914772105637957E-03
BD_COffDi24            2.8272659169700614E+00   4.4559510781755227E-02   5.5551139018091911E-03
BD_COffDi25            2.3854583152655140E+00  -9.4143140675983540E-03   1.1301317760841556E-02
BD_COffDi26            1.5931276191004613E+00  -6.1078600657741367E-03   9.5557357353605168E-02
  Likelihood -6.742    
        nobs      26514
   No. Parms        438
         BIC  4448.    
  Max. Grad.  45.11    
   Min. Eig. 0.9203E-09
