                       q0,                     q01 ,                     q02 ,                     q03 ,                     q04 ,                     q05 ,                       p0,                     p01 ,                     p02 ,                     p03 ,                     p04 ,                     p05 
   0.1771695738496529E-02,   0.4953045247508126E-03,   0.1258747719598382E-02,   0.1771695738496860E-02,   0.3831794246401246E-02,   0.1542064447172467E-02,    2.443892145534018    ,    2.932670574640831    ,    2.603233913422844    ,    2.443892145534026    ,    2.199502930980623    ,    2.497902161950328    
   0.3842691568806439E-01,   0.2618922222204395E-01,   0.3674069332751002E-01,   0.3844965427766706E-01,   0.4858741178779513E-01,   0.3700968352076465E-01,    4.397294562539999    ,    5.276753475049339    ,    4.482162347598159    ,    4.397294562541116    ,    3.957565106287004    ,    4.473367758473077    
    1.109397936510659    ,    1.007157576711742    ,    1.116681796341743    ,    1.101897357988329    ,    1.165760924368487    ,    1.101178327342382    ,    1.054039310757988    ,    1.264847172909800    ,    1.054039310758166    ,    1.054039310758166    ,   0.9486353796823499    ,    1.070482324005994    
   0.1546369297326582    ,   0.1247195501694215    ,   0.1504632374786772    ,   0.1428662070716805    ,   0.1731183742832552    ,   0.1513596686703033    ,    6.000105175513375    ,    7.200126210613368    ,    6.212508898724235    ,    6.258109698058118    ,    5.400094657960025    ,    6.105107016082585    
   0.4817704476054862E-02,   0.2648540114002797E-02,   0.4453058976988911E-02,   0.4561262336564436E-02,   0.6202757300022767E-02,   0.4677178067010437E-02,    7.104353220850053    ,    8.525223865022932    ,    7.350874277616022    ,    7.239335932048640    ,    6.393917898767199    ,    7.207366342554803    
   0.5477824284209807E-01,   0.4577475527325521E-01,   0.5542262219569490E-01,   0.5465121431580889E-01,   0.6069808970612767E-01,   0.5432015376390998E-01,    1.543777016948675    ,    1.852532420338049    ,    1.544548905456848    ,    1.543777016948374    ,    1.389399315253536    ,    1.560449808731416    
   0.2880011143939310    ,   0.2848860877651749    ,   0.2907995834895539    ,   0.2853137609522499    ,   0.2888405496583485    ,   0.2878246275099791    ,    1.410861840193316    ,    1.693034208231491    ,    1.451212488822426    ,    1.432589112531880    ,    1.269775656173618    ,    1.434282146740111    
   0.5181257333166446    ,   0.4942786304636695    ,   0.5116365895944122    ,   0.5205498724181442    ,   0.5304984907775225    ,   0.5160251405642476    ,    1.779249631597317    ,    2.135099557916322    ,    1.854689815976645    ,    1.779249631596935    ,    1.601324668437241    ,    1.809674800297242    
   0.1703388756802302    ,   0.1648328151471213    ,   0.1696096021944621    ,   0.1715661384597435    ,   0.1719967568695931    ,   0.1707791922375901    ,    2.343985371783334    ,    2.812782446139817    ,    2.423446475886631    ,    2.345860560080607    ,    2.109586834604863    ,    2.378207558211215    
   0.1856466337677927E-01,   0.1627560542865811E-01,   0.2089228475517798E-01,   0.1869594529856328E-01,   0.2018503235916388E-01,   0.1815165028527510E-01,   0.8859379610579912    ,    1.063125553269707    ,   0.8936456213192947    ,   0.8859379610580893    ,   0.7973441649522804    ,   0.9014418753766060    
   0.2985989293798091    ,   0.2542539168916993    ,   0.2848905244704288    ,   0.2963979990512417    ,   0.3258731096506776    ,   0.2951318268036322    ,    1.341442257746676    ,    1.609730709296140    ,    1.430648167886945    ,    1.341442257746783    ,    1.207298031972105    ,    1.362234612741859    
   0.1266267537546517    ,   0.1169008070515671    ,   0.1218523182050023    ,   0.1317074509777025    ,   0.1312706451079193    ,   0.1261175882640417    ,    1.911093516832006    ,    2.293312220198282    ,    2.010661489058844    ,    1.911093516831902    ,    1.719984165148712    ,    1.943582106618044    
   0.4208376296779019E-02,   0.2618704608078096E-02,   0.4085085431964083E-02,   0.4209809373150231E-02,   0.5669465451960595E-02,   0.4039604747721122E-02,   0.8916883975200079    ,    1.070026077023834    ,   0.9119297241435624    ,   0.8916883975198616    ,   0.8025195577678754    ,   0.9087196459124909    
   0.1915637090858384E-02,   0.1264717748388363E-02,   0.2000664843013970E-02,   0.1918281648435116E-02,   0.2308084641628174E-02,   0.1874005318669607E-02,    5.371258651580008    ,    6.445510381896343    ,    5.371258651580286    ,    5.371258651580286    ,    4.834132786422257    ,    5.446456272702410    
   0.3382906296741763E-01,   0.3045705675638555E-01,   0.3420328337566410E-01,   0.3400881103731668E-01,   0.3559573610424918E-01,   0.3361094189309155E-01,    1.369107046960009    ,    1.642928456352138    ,    1.369107046960115    ,    1.369107046960115    ,    1.232196342264104    ,    1.388000724208165    
   0.5045080474193777    ,   0.4325051062956761    ,   0.5360488909541359    ,   0.5051259570181019    ,   0.5445071287642570    ,   0.4988332470083102    ,    1.097045906738538    ,    1.316455088086705    ,    1.116902437650895    ,    1.097045906738921    ,   0.9873413160650286    ,    1.113611299930678    
   0.4156522745658802E-01,   0.3065428617406299E-01,   0.3787250145985956E-01,   0.4281609455969301E-01,   0.4844091080604287E-01,   0.4006003954270690E-01,    2.172910053870633    ,    2.607492064645710    ,    2.302415493082163    ,    2.172910053871425    ,    1.955619048484283    ,    2.214412635900369    
   0.3720935883702136    ,   0.3402166192334740    ,   0.3723609135536132    ,   0.3755112239996707    ,   0.3924806215869803    ,   0.3675643861685805    ,    1.439594808513336    ,    1.727513770216216    ,    1.481055138998702    ,    1.439594808513513    ,    1.295635327662161    ,    1.463492082334837    
   0.1563187479267904E-03,   0.1410497427830925E-03,   0.1566111236249396E-03,   0.1563187479268467E-03,   0.1651118321003142E-03,   0.1550966139988752E-03,    1.799515193034011    ,    2.159418231640384    ,    1.799515193033653    ,    1.799515193033653    ,    1.619563673730288    ,    1.826687872448462    
