           Var. Name                       x0                        x                 Gradient
        BC_CDiag(80)       0.521548131992D+00       0.521340108490D+00       0.325560438521D+00
        BC_CDiag(81)       0.512066101631D+00       0.512257590380D+00       0.251969384270D-02
        BC_CDiag(82)       0.652008109971D+00       0.653100241033D+00      -0.586775950629D-01
        BC_CDiag(83)       0.543205764769D+00       0.543909504912D+00      -0.769932695963D-01
        BC_CDiag(84)       0.683361061417D+00       0.682931262397D+00      -0.137514796037D-01
        BC_CDiag(85)       0.558336271680D+00       0.557937815562D+00      -0.561930715515D-01
        BC_CDiag(86)       0.761267686257D+00       0.761805102133D+00      -0.194840915732D+01
        BC_CDiag(87)       0.987863338431D+00       0.987674363749D+00       0.596994806815D-02
        BC_CDiag(88)       0.998654489141D+00       0.998463306059D+00      -0.349667427625D+00
        BC_CDiag(89)       0.997969541505D+00       0.997730896033D+00       0.148594196088D-02
        BC_CDiag(90)       0.997788940038D+00       0.999990904913D+00       0.194018712999D-02
        BC_CDiag(91)       0.998020950946D+00       0.997782199666D+00       0.130488661633D-02
        BC_CDiag(92)       0.998043881124D+00       0.997803451592D+00       0.247408973113D-02
        BC_CDiag(93)       0.241561753214D+00       0.241945490425D+00       0.254634660840D-02
        BC_CDiag(94)       0.992950319118D+00       0.992752835196D+00       0.719620769554D-03
        BC_CDiag(95)       0.657251189111D+00       0.657340189714D+00       0.181260295453D-03
        BC_CDiag(96)       0.997969242632D+00       0.997723349287D+00       0.562616962473D-02
        BC_CDiag(97)       0.997971306218D+00       0.997726199073D+00       0.320912395288D-02
        BC_CDiag(98)       0.997645871444D+00       0.997405551959D+00       0.170632656068D-02
     BC_COffDiag(01)       0.162394154143D+01       0.162503657507D+01      -0.189890549175D+01
     BC_COffDiag(02)       0.280901987781D+01       0.279688787265D+01      -0.178262317992D+01
     BC_COffDiag(03)       0.278374832067D+01       0.278334490368D+01      -0.121657159764D+00
     BC_COffDiag(04)       0.149413144038D+01       0.149262311467D+01       0.141884211278D-01
     BC_COffDiag(05)       0.102286342340D+01       0.101777746167D+01      -0.163277084270D+00
     BC_COffDiag(06)       0.893923214084D+00       0.894626005683D+00       0.665410017774D-03
     BC_COffDiag(07)       0.282568135823D+01       0.282560972046D+01       0.790593711026D-03
     BC_COffDiag(08)       0.183248905809D+01       0.183260150990D+01       0.233434925829D-02
     BC_COffDiag(09)       0.247825612590D+01       0.247860109162D+01      -0.102753061994D+01
     BC_COffDiag(10)       0.183238668323D+01       0.183228975625D+01       0.125951058799D-02
     BC_COffDiag(11)       0.174108628062D+01       0.174098625614D+01       0.115519619838D-02
     BC_COffDiag(12)       0.201722897570D+01       0.201706421447D+01       0.352997735869D-01
     BC_COffDiag(13)       0.132115455940D+01       0.132106771537D+01      -0.256125877604D-01
     BC_COffDiag(14)       0.269323051247D+01       0.269293960370D+01      -0.291787909827D+00
     BC_COffDiag(15)       0.553465228551D+00       0.553436647157D+00       0.331678874441D+02
     BC_COffDiag(16)       0.219806408935D+01       0.219770302085D+01      -0.457297699492D+01
     BC_COffDiag(17)       0.222346970701D+01       0.222177860793D+01       0.160174876404D+02
     BC_COffDiag(18)       0.142881985465D+01       0.142843144484D+01       0.377795067596D-01
     BC_COffDiag(19)       0.212687654918D+01       0.212680245971D+01      -0.743501668575D-01
     BC_COffDiag(20)       0.230341094437D+01       0.230282485080D+01       0.154307999505D+00
     BC_COffDiag(21)       0.129243045030D+01       0.129193636952D+01      -0.360985792258D+01
     BC_COffDiag(22)       0.279595159133D+01       0.279562445400D+01       0.375237952995D-01
     BC_COffDiag(23)       0.279113407133D+01       0.279153218143D+01      -0.434619991236D-02
     BC_COffDiag(24)       0.135734066725D+01       0.135722233203D+01      -0.579249390527D-02
     BC_COffDiag(25)       0.245185513880D+01       0.245114105331D+01      -0.129065023075D+00
     BC_COffDiag(26)       0.116215785024D+01       0.116203097528D+01       0.148467010380D-02
     BC_COffDiag(27)       0.985076424607D+00       0.986123321358D+00       0.958074623766D-01
     BC_COffDiag(28)       0.187434854689D+01       0.187425743080D+01      -0.146188198366D-03
     BC_COffDiag(29)       0.198272795727D+01       0.198263004544D+01       0.108871992376D-01
     BC_COffDiag(30)       0.282544656372D+01       0.281997835522D+01      -0.617886336930D-02
     BC_COffDiag(31)       0.282566741399D+01       0.282559654670D+01       0.478269785537D-03
     BC_COffDiag(32)       0.149102272733D+01       0.149091288454D+01       0.105021007210D-02
     BC_COffDiag(33)       0.282450916954D+01       0.282440704282D+01       0.147704625222D-01
     BC_COffDiag(34)       0.282575735284D+01       0.282568568095D+01       0.830465844211D-03
     BC_COffDiag(35)       0.858442169224D+00       0.859138150952D+00       0.519193192432D-02
     BC_COffDiag(36)       0.188931593760D+01       0.188921347735D+01       0.973194229714D-02
     BC_COffDiag(37)       0.111804207321D+01       0.111752135956D+01       0.669270726369D-01
     BC_COffDiag(38)       0.282688361075D+01       0.282675475108D+01       0.661786307426D-01
     BC_COffDiag(39)       0.282426874215D+01       0.282416645350D+01       0.321132498781D-01
     BC_COffDiag(40)       0.852189112479D+00       0.852766630874D+00      -0.467374989275D-01
     BC_COffDiag(41)       0.183015429995D+01       0.182978383280D+01      -0.326696836959D-01
     BC_COffDiag(42)       0.194327608008D+01       0.194318178625D+01       0.416486410708D-02
     BC_COffDiag(43)       0.282581298236D+01       0.282576591194D+01      -0.553001127338D-02
     BC_COffDiag(44)       0.282574985743D+01       0.282570232048D+01      -0.976959110582D-02
     BC_COffDiag(45)       0.280989652951D+01       0.281021755772D+01       0.611852748195D-01
     BC_COffDiag(46)       0.192089483507D+01       0.192079103168D+01       0.750705938328D-02
     BC_COffDiag(47)       0.282562812961D+01       0.282459733503D+01       0.241932715243D+00
     BC_COffDiag(48)       0.205312249172D+01       0.205310732552D+01      -0.357333298585D+00
     BC_COffDiag(49)       0.282493682361D+01       0.282490567638D+01       0.720352275110D+00
     BC_COffDiag(50)       0.113773850828D+01       0.113747435754D+01       0.217052613176D-01
     BC_COffDiag(51)       0.123976028613D+01       0.124928498426D+01       0.275915670672D-01
     BC_COffDiag(52)       0.165284699017D+01       0.165273108205D+01      -0.215718317120D-02
     BC_COffDiag(53)       0.262217247650D+01       0.262331013642D+01      -0.291100583028D+01
     BC_COffDiag(54)       0.738910042015D+00       0.739697389308D+00      -0.141372846457D-01
     BC_COffDiag(55)       0.118184960434D+01       0.118051945338D+01       0.805273687755D-02
     BC_COffDiag(56)       0.458615397744D+00       0.459909430183D+00      -0.342836664128D-01
     BC_COffDiag(57)       0.260858229335D+01       0.260847539666D+01      -0.379928921977D-01
     BC_COffDiag(58)       0.168609517622D+01       0.168580352341D+01       0.197814155329D-01
     BC_COffDiag(59)       0.213485975106D+01       0.213476761391D+01       0.537779871203D-02
     BC_COffDiag(60)       0.142068878911D+01       0.141997741577D+01       0.176467440179D-01
     BC_COffDiag(61)       0.862842709203D+00       0.862788261606D+00      -0.497103364706D+00
     BC_COffDiag(62)       0.282565006630D+01       0.282557839824D+01       0.827700556416D-03
     BC_COffDiag(63)       0.282565823292D+01       0.282559786487D+01      -0.137137228526D-01
     BC_COffDiag(64)       0.208110177571D+01       0.208100926040D+01       0.132196116562D-02
     BC_COffDiag(65)       0.282575711029D+01       0.282568544437D+01       0.827317881131D-03
     BC_COffDiag(66)       0.282651075718D+01       0.282643910125D+01       0.833065404020D-03
     BC_COffDiag(67)       0.282565008386D+01       0.282557841619D+01       0.827497813800D-03
     BC_COffDiag(68)       0.237763076296D+01       0.237754958987D+01       0.936536526466D-03
     BC_COffDiag(69)       0.282650993883D+01       0.282643828751D+01       0.827058843792D-03
     BC_COffDiag(70)       0.186171742598D+01       0.186162051578D+01       0.107566604538D-01
     BC_COffDiag(71)       0.282542301077D+01       0.282532519939D+01       0.293558852471D-01
     BC_COffDiag(72)       0.282567142712D+01       0.282557530557D+01       0.207063334908D-01
     BC_COffDiag(73)       0.282603009858D+01       0.282591702551D+01       0.224757346880D-01
     BC_COffDiag(74)       0.282257325748D+01       0.282244295205D+01       0.487654299070D-01
     BC_COffDiag(75)       0.263463158429D+01       0.263565442031D+01      -0.962264152500D-02
     BC_COffDiag(76)       0.268963428266D+01       0.268999559221D+01       0.127575877646D+00
     BC_COffDiag(77)       0.496871796190D+00       0.512186294677D+00       0.314978981779D+00
     BC_COffDiag(78)       0.149410580104D+01       0.149403668331D+01      -0.361107437595D-01
     BC_COffDiag(79)       0.205742835685D+01       0.205745912131D+01      -0.314349186450D+00
     BC_COffDiag(80)       0.282564756867D+01       0.282557583656D+01       0.102690166712D-02
     BC_COffDiag(81)       0.282409906004D+01       0.282183393992D+01       0.526338347491D-01
     BC_COffDiag(82)       0.766545599902D+00       0.767828747199D+00      -0.386968261964D-01
     BC_COffDiag(83)       0.196591548401D+01       0.196585067791D+01       0.559571852759D-02
     BC_COffDiag(84)       0.105552146677D+01       0.105522722676D+01       0.628824575833D-01
     BC_COffDiag(85)       0.243815755816D+01       0.243866013890D+01      -0.976302410401D+00
     BC_COffDiag(86)       0.282564397805D+01       0.282557168522D+01       0.172047639695D-02
     BC_COffDiag(87)       0.282568039265D+01       0.282552688901D+01       0.840319169812D-01
     BC_COffDiag(88)       0.198687565184D+01       0.198678286717D+01       0.194789844111D-02
     BC_COffDiag(89)       0.282570737241D+01       0.282742678701D+01       0.118192467008D-01
     BC_COffDiag(90)       0.282567559419D+01       0.282560441585D+01       0.331905518180D-03
     BC_COffDiag(91)       0.282582637828D+01       0.282575346391D+01       0.208574505071D-02
     BC_COffDiag(92)       0.282565011471D+01       0.282557844443D+01       0.828821823436D-03
     BC_COffDiag(93)       0.282608564388D+01       0.282603405893D+01       0.306712619989D-02
     BC_COffDiag(94)       0.257898127333D+01       0.257890506466D+01       0.425399931980D-03
     BC_COffDiag(95)       0.220477329997D+01       0.220468342365D+01       0.488494995157D-02
     BC_COffDiag(96)       0.257943918047D+01       0.257936111219D+01       0.228395070576D-02
     BC_COffDiag(97)       0.182573862847D+01       0.182563110049D+01       0.100761791110D-01
                  LValue0       0.761796489133-311
                   LValue       0.730883503622D+01
