           Var. Name                       x0                        x                 Gradient
         BD_beta(22)       0.986282455536D+00       0.998094368932D+00      -0.290949235746D+02
         BD_beta(23)      -0.127134625128D+01      -0.126925059295D+01      -0.931479393012D+01
         BD_beta(24)       0.219628316365D+00       0.226387476301D+00      -0.172244090585D+02
         BD_beta(25)      -0.163587149740D+01      -0.163273270026D+01      -0.804792231243D+01
         BD_beta(26)      -0.830442447827D+00      -0.824844471572D+00      -0.115889452476D+02
         BD_beta(27)       0.771764309010D+00       0.777555801037D+00      -0.119137432651D+02
         BC_beta(01)       0.399999237658D+01       0.400137203294D+01      -0.115750831025D+02
         BC_beta(02)       0.560837681884D+00       0.569868924265D+00       0.173607750535D+02
         BC_beta(03)       0.208075475115D+01       0.208370710548D+01      -0.122064933353D+02
         BC_beta(04)       0.887082796408D+00       0.887103624127D+00      -0.112006350509D+02
         BC_beta(05)      -0.947790258910D+00      -0.945132138740D+00      -0.108170784167D+02
         BC_beta(06)       0.541851424443D+00       0.572016149988D+00      -0.137444932603D+02
         BC_beta(07)       0.404645798626D+01       0.404781213353D+01      -0.418953479175D+01
         BC_beta(08)       0.457707735657D+01       0.457836397554D+01      -0.379673401159D+01
         BC_beta(09)       0.400012881676D+01       0.400158256990D+01      -0.423739072896D+01
         BC_beta(10)      -0.899922181595D-02      -0.133202833435D-01      -0.209533837758D+02
         BC_beta(11)       0.499890260027D+01       0.499874296689D+01      -0.353067834959D+01
         BC_beta(12)       0.499890173437D+01       0.499874207071D+01      -0.353066016655D+01
         BC_beta(13)       0.203590189471D+01       0.203887512724D+01      -0.696241820324D+01
         BC_beta(14)       0.172463425879D+01       0.172649088061D+01      -0.776091418133D+01
         BC_beta(15)      -0.237181184574D+00      -0.221783082972D+00      -0.175355387079D+02
         BC_beta(16)       0.110870283938D+00       0.112796807854D+00      -0.185824314873D+02
         BC_beta(17)      -0.327260170291D+00      -0.316125253396D+00      -0.159942746846D+02
         BC_beta(18)      -0.131700900526D+00      -0.138268602777D+00      -0.109460690946D+02
         BC_beta(19)      -0.802613517798D+00      -0.790140803868D+00      -0.123000918800D+02
         BC_beta(20)       0.164207437221D+01       0.164507549689D+01      -0.799425999038D+01
         BC_beta(21)       0.534594259194D+00       0.541224498559D+00      -0.136831173627D+02
         BC_beta(22)       0.674776669279D+00       0.684147436978D+00      -0.140201457385D+02
         BC_beta(23)       0.895630283041D+00       0.901689441082D+00      -0.124939871257D+02
         BC_beta(24)      -0.105568333809D+01      -0.104221579888D+01      -0.580229340314D+01
         BC_beta(25)       0.249365968844D+01       0.249522517585D+01      -0.601240947571D+01
         BC_beta(26)       0.665419069447D+00       0.659511802206D+00      -0.126857578102D+02
         BC_beta(27)       0.499983759010D+01       0.499876028431D+01      -0.353051714220D+01
         BC_beta(28)      -0.993799203788D+00      -0.989390282588D+00      -0.104218063374D+02
         BC_beta(29)       0.938157012684D+00       0.943725950625D+00      -0.108609114181D+02
         BC_beta(30)       0.824324352005D+00       0.829552922353D+00      -0.114298171382D+02
         BC_beta(31)      -0.192392632712D+01      -0.192375358233D+01      -0.731468910375D+01
         BC_beta(32)       0.499983914127D+01       0.499876159245D+01      -0.353035779754D+01
         BC_beta(33)       0.499983907681D+01       0.499876241867D+01      -0.353048485863D+01
         BC_beta(34)      -0.438627353010D+00      -0.430591017297D+00      -0.149806361601D+02
         BC_beta(35)       0.341265317867D+01       0.341425247470D+01      -0.479795057754D+01
         BC_beta(36)      -0.642623115434D+00      -0.635110039100D+00      -0.129908494100D+02
         BC_beta(37)       0.295903096960D+01       0.296083765824D+01      -0.534421523826D+01
         BC_beta(38)      -0.178654683964D+00      -0.167054058500D+00      -0.182546023904D+02
         BC_beta(39)       0.329868565077D+01       0.329698977851D+01      -0.875264781241D+01
         BC_beta(40)       0.416353845295D+01       0.416208356744D+01      -0.410317195942D+01
         BC_beta(41)       0.564995238989D+00       0.572722403952D+00      -0.134947376906D+02
         BC_beta(42)       0.589194458194D+00       0.595937549302D+00      -0.132775536296D+02
         BC_beta(43)       0.333959161589D+01       0.334121740918D+01      -0.487851854566D+01
         BC_beta(44)       0.407727760330D+01       0.407866432627D+01      -0.417240083840D+01
         BC_beta(45)       0.478153869459D+01       0.478240469403D+01      -0.366000448757D+01
         BC_beta(46)       0.399791704786D+01       0.399899286249D+01      -0.420516456092D+01
         BC_beta(47)       0.283361751570D+01       0.283630201390D+01      -0.551822336900D+01
         BC_beta(48)       0.138370466661D+01       0.138577464676D+01      -0.888742973647D+01
         BC_beta(49)       0.672542078460D+00       0.682306754242D+00      -0.126601121252D+02
         BC_beta(50)       0.346960667627D+00       0.357263789105D+00      -0.154892709900D+02
         BC_beta(51)       0.264805083438D+01       0.264992323377D+01      -0.579869919354D+01
         BC_beta(52)       0.186784444217D+01       0.186977503542D+01      -0.737228491797D+01
         BC_beta(53)       0.928230900140D+00       0.942674986927D+00      -0.108954763369D+02
         BC_beta(54)       0.102286824139D+01       0.103760006346D+01      -0.140723056551D+02
         BC_beta(55)       0.123616621282D+01       0.124132661152D+01      -0.943624502418D+01
         BC_beta(56)       0.156295315272D+01       0.156621613305D+01      -0.832617609859D+01
         BC_beta(57)      -0.337600438848D-01      -0.212612417071D-01      -0.208055491984D+02
         BC_beta(58)      -0.514761041757D-01      -0.412750546346D-01      -0.202915676471D+02
         BC_beta(59)       0.217718155703D+01       0.218006449385D+01      -0.666273026463D+01
         BC_beta(60)       0.420341741699D+01       0.420472558950D+01      -0.406714355230D+01
         BC_beta(61)       0.102753638594D+01       0.103321261851D+01      -0.104273058841D+02
         BC_beta(62)       0.848433819028D+00       0.857031910481D+00      -0.113465292570D+02
         BC_beta(63)       0.499983964248D+01       0.499876442060D+01      -0.353065777042D+01
         BC_beta(64)      -0.217506491860D+00      -0.208153986774D+00      -0.175255476337D+02
         BC_beta(65)       0.358200033173D+01       0.358354383050D+01      -0.462063937490D+01
         BC_beta(66)       0.400017845263D+01       0.400159068031D+01      -0.423453159435D+01
         BC_beta(67)       0.366771556878D+01       0.366922844760D+01      -0.453601100432D+01
         BC_beta(68)       0.499983963482D+01       0.499876438811D+01      -0.353064774972D+01
         BC_beta(69)       0.499983962185D+01       0.499876437086D+01      -0.353064594592D+01
         BC_beta(70)       0.468032109576D+01       0.468146010670D+01      -0.372782954599D+01
         BC_beta(71)       0.852622393813D+00       0.858530555856D+00      -0.113944768057D+02
         BC_beta(72)      -0.430145471606D+00      -0.424108075771D+00      -0.149379890779D+02
         BC_beta(73)       0.830790744820D-01       0.914509075258D-01      -0.194678861888D+02
         BC_beta(74)       0.286642372049D+00       0.290941225327D+00      -0.164838452381D+02
         BC_beta(75)       0.117229844128D+00       0.131414969447D+00      -0.188253743781D+02
         BC_beta(76)       0.263951641902D+01       0.264252642220D+01      -0.580389050885D+01
         BC_beta(77)       0.799699883798D+00       0.807238536282D+00      -0.117941129881D+02
         BC_beta(78)       0.219134466697D+00       0.254980791484D+00      -0.169435222407D+02
         BC_beta(79)      -0.171345324083D+00      -0.160508163818D+00      -0.182955877642D+02
         BC_beta(80)      -0.722581699614D+00      -0.715811630597D+00      -0.123239146286D+02
         BC_beta(81)       0.400017941533D+01       0.400159375873D+01      -0.423504130566D+01
         BC_beta(82)       0.133318831190D-01       0.261642800771D-01      -0.207253829590D+02
         BC_beta(83)      -0.134288115954D+01      -0.133831382452D+01      -0.911709408265D+01
         BC_beta(84)       0.659067013684D+00       0.665632404075D+00      -0.126588191544D+02
         BC_beta(85)       0.239688945859D+00       0.249319077391D+00      -0.169538374646D+02
         BC_beta(86)      -0.584836851456D-01      -0.432418500695D-01      -0.204537051301D+02
         BC_beta(87)       0.330535114663D+01       0.330699591643D+01      -0.491821954176D+01
         BC_beta(88)      -0.211816831075D+01      -0.211598024810D+01      -0.678272661454D+01
         BC_beta(89)       0.289830777659D+01       0.290012087506D+01      -0.543098834786D+01
         BC_beta(90)      -0.236661114914D+01      -0.236448189200D+01      -0.629866696467D+01
         BC_beta(91)       0.423064832548D+01       0.423198666214D+01      -0.404623855530D+01
         BC_beta(92)       0.248677558014D+01       0.248877610517D+01      -0.606634494444D+01
         BC_beta(93)       0.407748168712D+01       0.407887237503D+01      -0.417006688375D+01
         BC_beta(94)       0.226003567989D+01       0.226191659096D+01      -0.646187800327D+01
         BC_beta(95)       0.339930176709D+01       0.340090823290D+01      -0.481275065690D+01
         BC_beta(96)       0.125299876082D+01       0.125813128223D+01      -0.938352334934D+01
         BC_beta(97)       0.396698679340D+01       0.396840785431D+01      -0.426264513500D+01
         BC_beta(98)       0.100845907508D+01       0.100468897169D+01      -0.105544997243D+02
        BD_CDiag(01)      -0.499112166258D+00      -0.492829574174D+00      -0.141999611151D+02
        BD_CDiag(02)       0.423978028824D+00       0.428114077474D+00      -0.148212781036D+02
        BD_CDiag(03)       0.896218996669D-01       0.870069656484D-01      -0.777231798408D+01
        BD_CDiag(04)       0.126551640889D+00       0.132971183385D+00       0.249810538580D+02
        BD_CDiag(05)       0.178822654991D+00       0.183122853412D+00      -0.178695330446D+02
        BD_CDiag(06)       0.820823559326D+00       0.823476922451D+00      -0.116367058496D+02
        BD_CDiag(07)       0.181365896157D+00       0.163102231795D+00      -0.497995745164D+02
        BD_CDiag(08)       0.329413999401D+00       0.327991153583D+00      -0.156244289504D+02
        BD_CDiag(09)       0.166778637177D+00       0.172918071316D+00      -0.179496351924D+02
        BD_CDiag(10)       0.854642605716D+00       0.856607025542D+00      -0.114095934955D+02
        BD_CDiag(11)       0.894747469447D+00       0.896039859706D+00      -0.111378761232D+02
        BD_CDiag(12)       0.692589391348D+00       0.694427099135D+00      -0.123864563134D+02
        BD_CDiag(13)       0.144883507882D+00       0.151103924452D+00      -0.326497676553D+02
        BD_CDiag(14)       0.993231766061D+00       0.993560490216D+00      -0.106518891147D+02
        BD_CDiag(15)       0.115018059865D-01       0.205074932361D-01      -0.207486785097D+02
        BD_CDiag(16)       0.144956807650D-01       0.245458056199D-01      -0.206723037164D+02
        BD_CDiag(17)       0.961847731853D-01       0.900350855812D-01      -0.194290622861D+02
        BD_CDiag(18)       0.189532250355D+00       0.194792097643D+00      -0.176796063575D+02
        BD_CDiag(19)       0.998674667705D+00       0.997864707036D+00      -0.106054623838D+02
        BD_CDiag(20)       0.998578751087D+00       0.997886121688D+00      -0.106016071299D+02
        BD_CDiag(21)       0.831799406023D+00       0.833163889572D+00      -0.115149537847D+02
        BD_CDiag(22)       0.144846600166D+00       0.149988707904D+00      -0.502304470435D+02
        BD_CDiag(23)       0.881241659175D+00       0.882062169834D+00      -0.112082138100D+02
        BD_CDiag(24)       0.885669748442D+00       0.886904603079D+00      -0.111914061062D+02
        BD_CDiag(25)       0.747556815387D+00       0.750991518024D+00      -0.121203358739D+02
        BD_CDiag(26)       0.501072033775D+00       0.505567635764D+00      -0.140667534621D+02
        BD_CDiag(27)       0.234682806333D+00       0.240043008501D+00      -0.170684049527D+02
     BD_COffDiag(01)       0.244263505401D+01       0.244469881522D+01      -0.615376850131D+01
     BD_COffDiag(02)       0.566986079756D+00       0.576083194510D+00      -0.134272867073D+02
     BD_COffDiag(03)       0.282143852526D+01       0.282180447878D+01      -0.551977477009D+01
     BD_COffDiag(04)       0.176197200761D+01       0.176488643002D+01      -0.766452805300D+01
     BD_COffDiag(05)       0.105935624161D+01       0.106470097374D+01      -0.102430821978D+02
     BD_COffDiag(06)       0.268319784600D+01       0.268324507136D+01      -0.572671021067D+01
     BD_COffDiag(07)       0.144021778150D+01       0.143918508605D+01      -0.925766730855D+01
     BD_COffDiag(08)       0.191296724665D+01       0.191546041032D+01      -0.738767215402D+01
     BD_COffDiag(09)       0.108021086569D+01       0.108601250018D+01      -0.101733085203D+02
     BD_COffDiag(10)       0.209560307823D+01       0.210115443341D+01      -0.684366695064D+01
     BD_COffDiag(11)       0.130507993421D+01       0.130888941840D+01      -0.914090137290D+01
     BD_COffDiag(12)       0.276510388531D+01       0.276589022068D+01      -0.562543898531D+01
     BD_COffDiag(13)       0.131101126171D+01       0.131283374110D+01      -0.910995399783D+01
     BD_COffDiag(14)       0.279690643496D+01       0.279753045463D+01      -0.557733804514D+01
     BD_COffDiag(15)       0.282729223487D+01       0.282563815003D+01      -0.553621589307D+01
     BD_COffDiag(16)       0.282729192993D+01       0.282565913954D+01      -0.553479374428D+01
     BD_COffDiag(17)       0.262373786355D+01       0.262520093963D+01      -0.583795514487D+01
     BD_COffDiag(18)       0.282485887058D+01       0.282525633641D+01      -0.553355413912D+01
     BD_COffDiag(19)       0.208428916593D+01       0.208656612224D+01      -0.686100226117D+01
     BD_COffDiag(20)       0.154097851611D+01       0.154391952605D+01      -0.834196457244D+01
     BD_COffDiag(21)       0.282736241765D+01       0.282578329666D+01      -0.552555690679D+01
     BD_COffDiag(22)       0.135135853521D+01       0.135594935541D+01      -0.903679782305D+01
     BD_COffDiag(23)       0.181691757216D+01       0.180310022977D+01      -0.461997655925D+01
     BD_COffDiag(24)       0.282726591697D+01       0.282557005126D+01      -0.552677799584D+01
     BD_COffDiag(25)       0.238545831527D+01       0.238697175259D+01      -0.623753049845D+01
     BD_COffDiag(26)       0.159312761910D+01       0.159619498355D+01      -0.815801641721D+01
        BC_CDiag(01)       0.999275478523D+00       0.997448381598D+00      -0.107290414758D+02
        BC_CDiag(02)       0.815249740505D+00       0.808010222962D+00      -0.124418260566D+02
        BC_CDiag(03)       0.999972898441D+00       0.991112207483D+00      -0.125138017630D+02
        BC_CDiag(04)       0.926830711434D+00       0.927117532154D+00      -0.113522727850D+02
        BC_CDiag(05)       0.446919692482D+00       0.447127626107D+00      -0.149230606582D+02
        BC_CDiag(06)       0.996594708426D+00       0.987692319076D+00      -0.106689911488D+02
        BC_CDiag(07)       0.941100148327D+00       0.942082207815D+00      -0.109227728281D+02
        BC_CDiag(08)       0.515078468181D+00       0.519187974553D+00      -0.139413161044D+02
        BC_CDiag(09)       0.998721956533D+00       0.998014717987D+00      -0.105937842712D+02
        BC_CDiag(10)       0.909830446841D+00       0.910971098021D+00      -0.110552378137D+02
        BC_CDiag(11)       0.998590152024D+00       0.997946323560D+00      -0.106005978638D+02
        BC_CDiag(12)       0.507416853905D+00       0.511568496392D+00      -0.140116173125D+02
        BC_CDiag(13)       0.999312364300D+00       0.998552874867D+00      -0.105985319213D+02
        BC_CDiag(14)       0.998572826806D+00       0.997929758571D+00      -0.105997190121D+02
        BC_CDiag(15)       0.487509178981D+00       0.484976184380D+00       0.189184374438D+02
        BC_CDiag(16)       0.463685975828D+00       0.468008260854D+00      -0.392204130019D+02
        BC_CDiag(17)       0.392087421024D+00       0.392048159893D+00      -0.421136074022D+02
        BC_CDiag(18)       0.534182099916D+00       0.541281780287D+00      -0.380831719535D+02
        BC_CDiag(19)       0.565273218820D+00       0.573184027504D+00      -0.134240488718D+02
        BC_CDiag(20)       0.998418602944D+00       0.997762443725D+00      -0.106210814230D+02
        BC_CDiag(21)       0.780791090278D+00       0.784481245472D+00      -0.119048966546D+02
        BC_CDiag(22)       0.335488626746D+00       0.339758178033D+00      -0.153922879421D+02
        BC_CDiag(23)       0.410587541317D+00       0.415432036984D+00      -0.264993139303D+02
        BC_CDiag(24)       0.226099709510D+00       0.233949663835D+00      -0.478545551129D+02
        BC_CDiag(25)       0.627151596104D+00       0.630949565221D+00      -0.129920698097D+02
        BC_CDiag(26)       0.339919422811D+00       0.323064175278D+00      -0.159528965868D+02
        BC_CDiag(27)       0.998587901235D+00       0.997944252302D+00      -0.106008159061D+02
        BC_CDiag(28)       0.998687170984D+00       0.997258810642D+00      -0.104526062350D+02
        BC_CDiag(29)       0.711872543099D+00       0.714367411097D+00      -0.123438171914D+02
        BC_CDiag(30)       0.676564769081D+00       0.679043129627D+00      -0.126188143164D+02
        BC_CDiag(31)       0.997957377423D+00       0.988293447078D+00      -0.107561005746D+02
        BC_CDiag(32)       0.998592686545D+00       0.997956049761D+00      -0.106013126958D+02
        BC_CDiag(33)       0.998591753735D+00       0.997953037633D+00      -0.106010270305D+02
        BC_CDiag(34)       0.604998246958D+00       0.594549834701D+00      -0.134470789202D+02
        BC_CDiag(35)       0.425307766186D-01       0.495036439445D-01      -0.201811708833D+02
        BC_CDiag(36)       0.957820197647D-01       0.102201746315D+00      -0.192195905064D+02
        BC_CDiag(37)       0.667046074603D+00       0.670128510441D+00      -0.126973336633D+02
        BC_CDiag(38)       0.698952278632D+00       0.702510376494D+00      -0.124759824790D+02
        BC_CDiag(39)       0.998592211858D+00       0.997932158833D+00      -0.106003691785D+02
        BC_CDiag(40)       0.998600677022D+00       0.998045199315D+00      -0.105987884475D+02
        BC_CDiag(41)       0.998467698896D+00       0.996858915585D+00      -0.105963787870D+02
        BC_CDiag(42)       0.696362711230D+00       0.698171568691D+00       0.165762527723D+02
        BC_CDiag(43)       0.998591446523D+00       0.997949525559D+00      -0.106008374521D+02
        BC_CDiag(44)       0.998509059477D+00       0.997886111833D+00      -0.105942739654D+02
        BC_CDiag(45)       0.998639596677D+00       0.998105254305D+00      -0.106094534449D+02
        BC_CDiag(46)       0.999091317684D+00       0.997955601795D+00      -0.107043384689D+02
        BC_CDiag(47)       0.998940802911D+00       0.998272509022D+00      -0.105993365332D+02
        BC_CDiag(48)       0.995520853271D+00       0.995053253650D+00      -0.106298199010D+02
        BC_CDiag(49)       0.998582440450D+00       0.997438329162D+00      -0.105810415284D+02
        BC_CDiag(50)       0.689180970662D+00       0.693153458869D+00      -0.125781117996D+02
        BC_CDiag(51)       0.899330607832D+00       0.901119163042D+00      -0.111442008736D+02
        BC_CDiag(52)       0.994491221352D+00       0.994600290388D+00      -0.106096421208D+02
        BC_CDiag(53)       0.541406011614D+00       0.535515862557D+00      -0.137788723030D+02
        BC_CDiag(54)       0.465100641658D+00       0.457335549683D+00      -0.144172819617D+02
        BC_CDiag(55)       0.686714172625D+00       0.689736649642D+00      -0.115336211578D+02
        BC_CDiag(56)       0.725155524320D+00       0.727915125260D+00      -0.112608236426D+02
        BC_CDiag(57)       0.585832913988D+00       0.596855018616D+00      -0.121491261879D+02
        BC_CDiag(58)       0.527652794436D+00       0.533343456198D+00      -0.138333936583D+02
        BC_CDiag(59)       0.794323507308D+00       0.796627175492D+00      -0.117709629918D+02
        BC_CDiag(60)       0.998842321955D+00       0.998286376129D+00      -0.106005618207D+02
        BC_CDiag(61)       0.523080499853D+00       0.527204385126D+00      -0.138317268027D+02
        BC_CDiag(62)       0.538168220706D+00       0.521022015641D+00      -0.146859345406D+02
        BC_CDiag(63)       0.998590444365D+00       0.997946652994D+00      -0.106006316051D+02
        BC_CDiag(64)       0.998581092711D+00       0.997965318980D+00      -0.106374179047D+02
        BC_CDiag(65)       0.998593676985D+00       0.997920151206D+00      -0.106008662735D+02
        BC_CDiag(66)       0.255911497278D-01       0.326939587298D-01      -0.205089872386D+02
        BC_CDiag(67)       0.507403158358D+00       0.511555864354D+00      -0.140117194608D+02
        BC_CDiag(68)       0.998590454626D+00       0.997946689449D+00      -0.106006425205D+02
        BC_CDiag(69)       0.998590470292D+00       0.997946709817D+00      -0.106006441853D+02
        BC_CDiag(70)       0.108967897180D+00       0.115495248814D+00      -0.189866517796D+02
        BC_CDiag(71)       0.998605310532D+00       0.998024698838D+00      -0.105973018480D+02
        BC_CDiag(72)       0.456366261913D+00       0.463437079014D+00      -0.145205450266D+02
        BC_CDiag(73)       0.602050246183D+00       0.606608412771D+00      -0.131984429277D+02
        BC_CDiag(74)       0.252201161800D+00       0.261286060238D+00      -0.168120751475D+02
        BC_CDiag(75)       0.379230838407D+00       0.382336587826D+00      -0.152947223419D+02
        BC_CDiag(76)       0.668254101153D+00       0.670742151498D+00      -0.126908917841D+02
