           Var. Name                       x0                        x                 Gradient
             MUE(01)       0.289510796633D+01       0.289582165715D+01      -0.536863545931D+01
             MUE(02)      -0.236658454066D-01      -0.126205935309D-01      -0.209086800130D+02
             MUE(03)      -0.495652692445D+01      -0.495502797164D+01      -0.357971901923D+01
             MUE(04)      -0.962370209745D+01      -0.962265195082D+01      -0.203190788563D+01
             MUE(05)      -0.215537308106D+01      -0.215198264753D+01      -0.674784055647D+01
    mue_month(01,01)       0.000000000000D+00       0.111046168392D-01      -0.209348757855D+02
    mue_month(01,02)       0.000000000000D+00       0.115345218024D-01      -0.209406774415D+02
    mue_month(01,03)       0.000000000000D+00       0.116881069545D-01      -0.209456031699D+02
    mue_month(01,04)       0.000000000000D+00       0.116976966112D-01      -0.209459684075D+02
    mue_month(01,05)       0.000000000000D+00       0.116044410850D-01      -0.209437463786D+02
    mue_month(01,06)      -0.522044692002D+00      -0.514861680901D+00      -0.139671202970D+02
    mue_month(01,07)      -0.476891020497D+00      -0.468898822130D+00      -0.144305390413D+02
    mue_month(01,08)      -0.440363001739D+00      -0.432190545876D+00      -0.147957189164D+02
    mue_month(01,09)      -0.438397821388D+00      -0.430158595554D+00      -0.148197416654D+02
    mue_month(01,10)      -0.445891708319D+00      -0.437798111357D+00      -0.147352065936D+02
    mue_month(01,11)      -0.639077840874D-01      -0.533637557970D-01      -0.200969611233D+02
    mue_month(02,01)       0.911800591425D-02       0.207195071503D-01      -0.207604204952D+02
    mue_month(02,02)       0.607003329220D+00       0.614262102035D+00      -0.131254835796D+02
    mue_month(02,03)       0.626678316049D+00       0.633982178840D+00      -0.129709678427D+02
    mue_month(02,04)       0.615697230060D+00       0.622955735759D+00      -0.130556175543D+02
    mue_month(02,05)       0.536456880419D+00       0.543484958349D+00      -0.137041251971D+02
    mue_month(02,06)       0.440787284511D+00       0.448924917335D+00      -0.146251747414D+02
    mue_month(02,07)       0.173849030494D+01       0.174041432757D+01      -0.772721120991D+01
    mue_month(02,08)       0.173375038233D+01       0.173680642843D+01      -0.774620201854D+01
    mue_month(02,09)       0.172070132517D+01       0.172371482372D+01      -0.778045199859D+01
    mue_month(02,10)       0.109594159088D+01       0.110084520399D+01      -0.100574857194D+02
    mue_month(02,11)       0.154619081007D+01       0.154933612670D+01      -0.831116255406D+01
    mue_month(03,01)       0.279456087117D+01       0.279642295008D+01      -0.557795896900D+01
    mue_month(03,02)       0.279563074533D+01       0.279752696302D+01      -0.558098524524D+01
    mue_month(03,03)       0.270213237812D+01       0.270406966655D+01      -0.572293259589D+01
    mue_month(03,04)       0.520874954643D+00       0.527538227196D+00      -0.138505890633D+02
    mue_month(03,05)       0.260661181308D+01       0.260862593875D+01      -0.587731204461D+01
    mue_month(03,06)       0.383894302620D+01       0.384044595443D+01      -0.436688697396D+01
    mue_month(03,07)       0.382447313707D+01       0.382606348017D+01      -0.439047564902D+01
    mue_month(03,08)       0.382800255104D+01       0.382948360482D+01      -0.438793098247D+01
    mue_month(03,09)      -0.282982558095D+01      -0.282796554910D+01      -0.553454066752D+01
    mue_month(03,10)       0.315657381255D+01       0.315821913983D+01      -0.508708736901D+01
    mue_month(03,11)       0.483838516371D+01       0.483946837309D+01      -0.361183220884D+01
    mue_month(04,01)       0.484320564376D+01       0.484442225905D+01      -0.362179935667D+01
    mue_month(04,02)       0.485027390843D+01       0.485164583396D+01      -0.361874103499D+01
    mue_month(04,03)      -0.282446428815D+01      -0.282256209286D+01      -0.554747789794D+01
    mue_month(04,04)       0.313087982110D+01       0.313248509491D+01      -0.511291033684D+01
    mue_month(04,05)      -0.648279545728D+00      -0.640835175709D+00      -0.129269674590D+02
    mue_month(04,06)       0.514319548075D+01       0.514435056161D+01      -0.344511712334D+01
    mue_month(04,07)       0.585566325023D+01       0.585671517930D+01      -0.308989362923D+01
    mue_month(04,08)      -0.195164999194D+01      -0.194885193535D+01      -0.718703646032D+01
    mue_month(04,09)       0.365760457214D+01       0.365900345142D+01      -0.453568138141D+01
    mue_month(04,10)       0.425476894821D+00       0.433732063171D+00      -0.147800288326D+02
    mue_month(04,11)       0.614919383082D+01       0.615014657342D+01      -0.295662822250D+01
    mue_month(05,01)       0.691841731768D+01       0.691931317811D+01      -0.267248216602D+01
    mue_month(05,02)      -0.193290261875D+01      -0.193003936721D+01      -0.723572510205D+01
    mue_month(05,03)       0.262998096442D+01       0.263186873646D+01      -0.582413953701D+01
    mue_month(05,04)       0.370215695769D+01       0.370360787664D+01      -0.449587385070D+01
    mue_month(05,05)       0.433509628581D+01       0.433640804424D+01      -0.396716251867D+01
    mue_month(05,06)       0.515667734050D+01       0.515783571394D+01      -0.343843286402D+01
    mue_month(05,07)      -0.387663128024D+01      -0.387495559659D+01      -0.437029781967D+01
    mue_month(05,08)       0.288713672847D+01       0.288885084395D+01      -0.543300855091D+01
    mue_month(05,09)       0.396423680896D+01       0.396561744345D+01      -0.425838140405D+01
    mue_month(05,10)       0.484017163850D+01       0.484134189201D+01      -0.362110109249D+01
    mue_month(05,11)       0.617469903672D+01       0.617566761151D+01      -0.294761625040D+01
        InvCDiag(01)       0.510643786951D+00       0.502934826522D+00      -0.120255442717D+02
        InvCDiag(02)       0.499122699360D+00       0.499490147093D+00      -0.119137324428D+02
        InvCDiag(03)       0.522192598802D+00       0.520097605585D+00      -0.148851103122D+02
        InvCDiag(04)       0.451075251262D+00       0.451513988723D+00      -0.182486302077D+02
        InvCDiag(05)       0.423355920779D+00       0.426912059447D+00      -0.159828818217D+02
     InvCOffDiag(01)       0.151942030285D+01       0.150948876682D+01      -0.819932805447D+01
     InvCOffDiag(02)       0.179684038530D+01       0.179281001823D+01      -0.895953638545D+01
     InvCOffDiag(03)       0.179267341613D+01       0.179071742565D+01      -0.773469032168D+01
     InvCOffDiag(04)       0.151824201561D+01       0.152018400122D+01      -0.788927613894D+01
     InvCOffDiag(05)       0.172197142085D+01       0.172428827481D+01      -0.835457654757D+01
     InvCOffDiag(06)       0.160112134211D+01       0.159691473405D+01      -0.820974632138D+01
     InvCOffDiag(07)       0.176987533197D+01       0.176515289600D+01      -0.762473931263D+01
     InvCOffDiag(08)       0.158834914430D+01       0.159078238540D+01      -0.789904342188D+01
     InvCOffDiag(09)       0.161319360586D+01       0.162393131364D+01      -0.811973475626D+01
     InvCOffDiag(10)       0.182168755738D+01       0.181841990364D+01      -0.901717843157D+01
         BD_beta(01)      -0.122729682057D+01      -0.122253525409D+01      -0.950026875807D+01
         BD_beta(02)       0.145094817400D+01       0.145430394518D+01      -0.861664978392D+01
         BD_beta(03)       0.126036924312D+01       0.127011829671D+01      -0.955511500677D+01
         BD_beta(04)       0.225666261344D+01       0.225910193538D+01      -0.586936849674D+01
         BD_beta(05)       0.916418421044D+00       0.922787529385D+00      -0.110406968987D+02
         BD_beta(06)      -0.152140553906D+01      -0.151822553866D+01      -0.841105999763D+01
         BD_beta(07)       0.143322125173D+01       0.144001520364D+01      -0.483452594308D+01
         BD_beta(08)       0.126121101036D+01       0.127446199336D+01      -0.914860385194D+01
         BD_beta(09)       0.149457722693D+01       0.149497068740D+01      -0.853971937408D+01
         BD_beta(10)      -0.165451809282D+01      -0.165111964590D+01      -0.800996453256D+01
         BD_beta(11)      -0.173562303980D+00      -0.166490145849D+00      -0.178701240479D+02
         BD_beta(12)       0.594490618598D+00       0.600366527268D+00      -0.132208434311D+02
         BD_beta(13)      -0.726929683839D+00      -0.720985534366D+00      -0.123133640115D+02
         BD_beta(14)      -0.233596952814D+01      -0.233329210129D+01      -0.636828330119D+01
         BD_beta(15)       0.135368430779D+00       0.142498954368D+00      -0.185520570177D+02
         BD_beta(16)       0.353120607803D+00       0.359424717648D+00      -0.155753913898D+02
         BD_beta(17)       0.461730264543D+00       0.468437962770D+00      -0.144497869099D+02
         BD_beta(18)       0.102688221267D+01       0.103322734098D+01      -0.105526944794D+02
         BD_beta(19)      -0.130241872864D+01      -0.130040060986D+01      -0.917959801503D+01
         BD_beta(20)      -0.153840937391D+01      -0.153646094063D+01      -0.834093437883D+01
         BD_beta(21)      -0.372189431913D+00      -0.365739432363D+00      -0.155107446991D+02
