   1,                   4,   1,   0.1000000000000000D-03,   0.6789713676267246D+01
   1,                   4,   2,   0.5182068965517242D-01,   0.6770614229667462D+01
   1,                   4,   3,   0.1035413793103448D+00,   0.6745225679577572D+01
   1,                   4,   4,   0.1552620689655173D+00,   0.6729185928545684D+01
   1,                   4,   5,   0.2069827586206897D+00,   0.6700348989852519D+01
   1,                   4,   6,   0.2587034482758621D+00,   0.6673690037953492D+01
   1,                   4,   7,   0.3104241379310345D+00,   0.6675173412156688D+01
   1,                   4,   8,   0.3621448275862069D+00,   0.6648144143245950D+01
   1,                   4,   9,   0.4138655172413793D+00,   0.6616216853036941D+01
   1,                   4,  10,   0.4655862068965517D+00,   0.6603283805354702D+01
   1,                   4,  11,   0.5173068965517241D+00,   0.6554419710185513D+01
   1,                   4,  12,   0.5690275862068965D+00,   0.6518008446964139D+01
   1,                   4,  13,   0.6207482758620689D+00,   0.6513582571444214D+01
   1,                   4,  14,   0.6724689655172413D+00,   0.6499940201463478D+01
   1,                   4,  15,   0.7241896551724137D+00,   0.6529035653007613D+01
   1,                   4,  16,   0.7759103448275861D+00,   0.6538022240722903D+01
   1,                   4,  17,   0.8276310344827585D+00,   0.6567026634651928D+01
   1,                   4,  18,   0.8793517241379309D+00,   0.6562465167349624D+01
   1,                   4,  19,   0.9310724137931033D+00,   0.6561653897758291D+01
   1,                   4,  20,   0.9827931034482758D+00,   0.6585705115261579D+01
   1,                   4,  21,   0.1034513793103448D+01,   0.6610756402251639D+01
   1,                   4,  22,   0.1086234482758621D+01,   0.6615199143045722D+01
   1,                   4,  23,   0.1137955172413793D+01,   0.6637519831419745D+01
   1,                   4,  24,   0.1189675862068966D+01,   0.6655049004093895D+01
   1,                   4,  25,   0.1241396551724138D+01,   0.6674394044595589D+01
   1,                   4,  26,   0.1293117241379311D+01,   0.6680685530608033D+01
   1,                   4,  27,   0.1344837931034483D+01,   0.6699280355461331D+01
